dataset,dataset_code,validation_design,repeat,outer_fold,split_id,split_seed,train_rows,test_rows,train_sources,test_sources,overlapping_source_count,test_rows_with_source_seen_in_training,test_source_seen_fraction,heldout_source_id
filament_diameter,FD,leave_one_publication_out,1,16,FD_leave_one_publication_out_r01_f016,4032105161,282,4,53,1,0,0,0.0,ref:gao cho advfuncmat 2017
filament_diameter,FD,leave_one_publication_out,1,17,FD_leave_one_publication_out_r01_f017,4032105161,285,1,53,1,0,0,0.0,ref:gao ma biomat 2015
filament_diameter,FD,leave_one_publication_out,1,18,FD_leave_one_publication_out_r01_f018,4032105161,283,3,53,1,0,0,0.0,ref:giuseppe 2018
filament_diameter,FD,leave_one_publication_out,1,19,FD_leave_one_publication_out_r01_f019,4032105161,283,3,53,1,0,0,0.0,ref:idaszek swieszkowski biofab 2019
filament_diameter,FD,leave_one_publication_out,1,20,FD_leave_one_publication_out_r01_f020,4032105161,277,9,53,1,0,0,0.0,ref:jia khademhosseini biomat 2016
filament_diameter,FD,leave_one_publication_out,1,21,FD_leave_one_publication_out_r01_f021,4032105161,274,12,53,1,0,0,0.0,ref:kang jin small 2020
filament_diameter,FD,leave_one_publication_out,1,22,FD_leave_one_publication_out_r01_f022,4032105161,274,12,53,1,0,0,0.0,ref:kilian ahlfeld akkineni bioprint 2020
filament_diameter,FD,leave_one_publication_out,1,23,FD_leave_one_publication_out_r01_f023,4032105161,280,6,53,1,0,0,0.0,ref:kolan leu bioprintamer 2019
filament_diameter,FD,leave_one_publication_out,1,24,FD_leave_one_publication_out_r01_f024,4032105161,282,4,53,1,0,0,0.0,ref:kolesky lewis advmat 2014
filament_diameter,FD,leave_one_publication_out,1,25,FD_leave_one_publication_out_r01_f025,4032105161,280,6,53,1,0,0,0.0,ref:kosik koziol swieszkowski biofab 2019
filament_diameter,FD,leave_one_publication_out,1,26,FD_leave_one_publication_out_r01_f026,4032105161,278,8,53,1,0,0,0.0,ref:li fu scirep 2018
filament_diameter,FD,leave_one_publication_out,1,27,FD_leave_one_publication_out_r01_f027,4032105161,284,2,53,1,0,0,0.0,ref:li li acsapplmatinterf 2017
filament_diameter,FD,leave_one_publication_out,1,28,FD_leave_one_publication_out_r01_f028,4032105161,283,3,53,1,0,0,0.0,ref:li xu 3biotech 2018
filament_diameter,FD,leave_one_publication_out,1,29,FD_leave_one_publication_out_r01_f029,4032105161,282,4,53,1,0,0,0.0,ref:li zhou addman 2021
filament_diameter,FD,leave_one_publication_out,1,30,FD_leave_one_publication_out_r01_f030,4032105161,282,4,53,1,0,0,0.0,ref:lim levato advhealthmat 2020
filament_diameter,FD,leave_one_publication_out,1,31,FD_leave_one_publication_out_r01_f031,4032105161,283,3,53,1,0,0,0.0,ref:liu zhang advhealthmat 2017
filament_diameter,FD,leave_one_publication_out,1,32,FD_leave_one_publication_out_r01_f032,4032105161,284,2,53,1,0,0,0.0,ref:markstedt mantas biomacromol 2015
filament_diameter,FD,leave_one_publication_out,1,33,FD_leave_one_publication_out_r01_f033,4032105161,256,30,53,1,0,0,0.0,ref:mistry yang biomacromolj 2018
filament_diameter,FD,leave_one_publication_out,1,34,FD_leave_one_publication_out_r01_f034,4032105161,285,1,53,1,0,0,0.0,ref:moncal ozbolat jmatscimatmed 2019
filament_diameter,FD,leave_one_publication_out,1,35,FD_leave_one_publication_out_r01_f035,4032105161,282,4,53,1,0,0,0.0,ref:mondal singh scirep 2019
filament_diameter,FD,leave_one_publication_out,1,36,FD_leave_one_publication_out_r01_f036,4032105161,280,6,53,1,0,0,0.0,ref:ning chen biofab 2018
filament_diameter,FD,leave_one_publication_out,1,37,FD_leave_one_publication_out_r01_f037,4032105161,280,6,53,1,0,0,0.0,ref:ojansivu mustafa biofab 2019
filament_diameter,FD,leave_one_publication_out,1,38,FD_leave_one_publication_out_r01_f038,4032105161,285,1,53,1,0,0,0.0,ref:othman 2020
filament_diameter,FD,leave_one_publication_out,1,39,FD_leave_one_publication_out_r01_f039,4032105161,283,3,53,1,0,0,0.0,ref:ouyang 2015
filament_diameter,FD,leave_one_publication_out,1,40,FD_leave_one_publication_out_r01_f040,4032105161,275,11,53,1,0,0,0.0,ref:ouyang 2016
filament_diameter,FD,leave_one_publication_out,1,41,FD_leave_one_publication_out_r01_f041,4032105161,276,10,53,1,0,0,0.0,ref:ouyang burdick advmat 2017
filament_diameter,FD,leave_one_publication_out,1,42,FD_leave_one_publication_out_r01_f042,4032105161,285,1,53,1,0,0,0.0,ref:sakai nagasuna mattodbio 2020
filament_diameter,FD,leave_one_publication_out,1,43,FD_leave_one_publication_out_r01_f043,4032105161,284,2,53,1,0,0,0.0,ref:sanz garcia escobedo lucea polymers 2020
filament_diameter,FD,leave_one_publication_out,1,44,FD_leave_one_publication_out_r01_f044,4032105161,282,4,53,1,0,0,0.0,ref:shim cho jmicromechmicroeng 2012
filament_diameter,FD,leave_one_publication_out,1,45,FD_leave_one_publication_out_r01_f045,4032105161,278,8,53,1,0,0,0.0,ref:shin burdick actabiomat 2019
filament_diameter,FD,leave_one_publication_out,1,46,FD_leave_one_publication_out_r01_f046,4032105161,282,4,53,1,0,0,0.0,ref:soliman lim advhealthmat 2020
filament_diameter,FD,leave_one_publication_out,1,47,FD_leave_one_publication_out_r01_f047,4032105161,277,9,53,1,0,0,0.0,ref:soltan chen acsbiomat 2019
filament_diameter,FD,leave_one_publication_out,1,48,FD_leave_one_publication_out_r01_f048,4032105161,274,12,53,1,0,0,0.0,ref:tigner alge biomacromol 2020
filament_diameter,FD,leave_one_publication_out,1,49,FD_leave_one_publication_out_r01_f049,4032105161,280,6,53,1,0,0,0.0,ref:yang zhao matsciengc 2018
filament_diameter,FD,leave_one_publication_out,1,50,FD_leave_one_publication_out_r01_f050,4032105161,285,1,53,1,0,0,0.0,ref:yao 2019
filament_diameter,FD,leave_one_publication_out,1,51,FD_leave_one_publication_out_r01_f051,4032105161,277,9,53,1,0,0,0.0,ref:yin suo appmatint 2018
filament_diameter,FD,leave_one_publication_out,1,52,FD_leave_one_publication_out_r01_f052,4032105161,268,18,53,1,0,0,0.0,ref:yu ozbolat jbiomecheng 2013
filament_diameter,FD,leave_one_publication_out,1,53,FD_leave_one_publication_out_r01_f053,4032105161,283,3,53,1,0,0,0.0,ref:zhang ozbolat biomatsci 2015
filament_diameter,FD,leave_one_publication_out,1,54,FD_leave_one_publication_out_r01_f054,4032105161,282,4,53,1,0,0,0.0,ref:zhao 2014
