dataset,target_key,validation_design,repeat,outer_fold,meta_row_id,global_mean_prediction,source_mean_prediction,source_seen_in_training,used_global_fallback,prediction_difference
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0581-7311e3286826,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0582-deef0ad6ef5f,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0583-8b55b4b01c0f,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0584-190956644816,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0585-3c14316dcb1a,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0294-d60f0d245e4c,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0295-2f68a1b116fc,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0296-886225804417,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0297-2d6e4fb5c80c,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0298-069087917796,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0299-3898aafdf105,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0300-56fcc6fd92f7,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0301-4d2d236c281b,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0302-ed00ba44e289,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0303-4330021d82dc,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0304-fa9a13149ac2,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0305-51f52037ea0e,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0306-3c08e3a84e26,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0307-141f14bf95a3,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0308-27e7bf39da20,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0309-41f08261a122,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0310-5d07ccc8df6b,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,15,CV-0311-68dba94de7da,79.4837033898305,79.4837033898305,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,16,CV-0491-5dc22a376185,79.62298841059604,79.62298841059604,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,16,CV-0492-ce75730d91cc,79.62298841059604,79.62298841059604,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,16,CV-0493-3426015f2905,79.62298841059604,79.62298841059604,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,16,CV-0494-764e72c041e1,79.62298841059604,79.62298841059604,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,17,CV-0495-c4977070fd63,79.66892092257002,79.66892092257002,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0061-7e3d27e58b6a,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0062-833c41f34dba,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0063-b7eaf32f4f20,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0064-8014344652ec,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0065-2530fb19be65,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0066-bfcdc7d9836a,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0067-0d981bdfd43d,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0068-5dd916881e37,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0069-1c8ecb628e21,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0070-322bb3dcbe07,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0071-c9d44433f71b,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0072-ce5d61be0790,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0073-c740b4b9d4f6,80.22281141868513,80.22281141868513,False,True,0.0
