dataset,outer_validation_design,outer_repeat,outer_fold,outer_split_id,inner_validation_design,inner_fold,inner_seed,inner_train_rows,inner_validation_rows,inner_train_sources,inner_validation_sources,overlapping_source_count,validation_source_seen_fraction
cell_viability,random_rowwise,2,1,CV_random_rowwise_r02_f001,random_rowwise,1,1908072068,364,122,75,56,56,1.0
cell_viability,random_rowwise,2,1,CV_random_rowwise_r02_f001,random_rowwise,2,1908072068,364,122,74,51,50,0.9918032786885246
cell_viability,random_rowwise,2,1,CV_random_rowwise_r02_f001,random_rowwise,3,1908072068,365,121,71,51,47,0.9586776859504132
cell_viability,random_rowwise,2,1,CV_random_rowwise_r02_f001,random_rowwise,4,1908072068,365,121,73,53,51,0.9752066115702479
cell_viability,random_rowwise,2,2,CV_random_rowwise_r02_f002,random_rowwise,1,1402034117,364,122,72,53,51,0.9754098360655737
cell_viability,random_rowwise,2,2,CV_random_rowwise_r02_f002,random_rowwise,2,1402034117,364,122,72,51,49,0.9836065573770492
cell_viability,random_rowwise,2,2,CV_random_rowwise_r02_f002,random_rowwise,3,1402034117,365,121,70,55,51,0.9504132231404959
cell_viability,random_rowwise,2,2,CV_random_rowwise_r02_f002,random_rowwise,4,1402034117,365,121,74,55,55,1.0
cell_viability,random_rowwise,2,3,CV_random_rowwise_r02_f003,random_rowwise,1,3984305594,364,122,73,51,50,0.9918032786885246
cell_viability,random_rowwise,2,3,CV_random_rowwise_r02_f003,random_rowwise,2,3984305594,364,122,68,59,53,0.9426229508196722
cell_viability,random_rowwise,2,3,CV_random_rowwise_r02_f003,random_rowwise,3,3984305594,365,121,71,52,49,0.9669421487603306
cell_viability,random_rowwise,2,3,CV_random_rowwise_r02_f003,random_rowwise,4,3984305594,365,121,74,48,48,1.0
cell_viability,random_rowwise,2,4,CV_random_rowwise_r02_f004,random_rowwise,1,3810010760,365,122,71,49,47,0.9836065573770492
cell_viability,random_rowwise,2,4,CV_random_rowwise_r02_f004,random_rowwise,2,3810010760,365,122,70,53,50,0.9590163934426229
cell_viability,random_rowwise,2,4,CV_random_rowwise_r02_f004,random_rowwise,3,3810010760,365,122,72,52,51,0.9918032786885246
cell_viability,random_rowwise,2,4,CV_random_rowwise_r02_f004,random_rowwise,4,3810010760,366,121,72,53,52,0.9834710743801653
cell_viability,random_rowwise,2,5,CV_random_rowwise_r02_f005,random_rowwise,1,2795993417,365,122,74,55,54,0.9836065573770492
cell_viability,random_rowwise,2,5,CV_random_rowwise_r02_f005,random_rowwise,2,2795993417,365,122,72,56,53,0.9754098360655737
cell_viability,random_rowwise,2,5,CV_random_rowwise_r02_f005,random_rowwise,3,2795993417,365,122,74,52,51,0.9918032786885246
cell_viability,random_rowwise,2,5,CV_random_rowwise_r02_f005,random_rowwise,4,2795993417,366,121,70,53,48,0.9421487603305785
cell_viability,random_rowwise,3,1,CV_random_rowwise_r03_f001,random_rowwise,1,773924420,364,122,72,52,50,0.9672131147540983
cell_viability,random_rowwise,3,1,CV_random_rowwise_r03_f001,random_rowwise,2,773924420,364,122,73,49,48,0.9918032786885246
cell_viability,random_rowwise,3,1,CV_random_rowwise_r03_f001,random_rowwise,3,773924420,365,121,73,53,52,0.9834710743801653
cell_viability,random_rowwise,3,1,CV_random_rowwise_r03_f001,random_rowwise,4,773924420,365,121,71,51,48,0.9421487603305785
cell_viability,random_rowwise,3,2,CV_random_rowwise_r03_f002,random_rowwise,1,2337855789,364,122,72,52,50,0.9672131147540983
cell_viability,random_rowwise,3,2,CV_random_rowwise_r03_f002,random_rowwise,2,2337855789,364,122,71,51,48,0.9672131147540983
cell_viability,random_rowwise,3,2,CV_random_rowwise_r03_f002,random_rowwise,3,2337855789,365,121,73,53,52,0.9917355371900827
cell_viability,random_rowwise,3,2,CV_random_rowwise_r03_f002,random_rowwise,4,2337855789,365,121,72,50,48,0.9586776859504132
cell_viability,random_rowwise,3,3,CV_random_rowwise_r03_f003,random_rowwise,1,1443074306,364,122,71,53,50,0.9672131147540983
cell_viability,random_rowwise,3,3,CV_random_rowwise_r03_f003,random_rowwise,2,1443074306,364,122,72,53,51,0.9754098360655737
cell_viability,random_rowwise,3,3,CV_random_rowwise_r03_f003,random_rowwise,3,1443074306,365,121,74,46,46,1.0
cell_viability,random_rowwise,3,3,CV_random_rowwise_r03_f003,random_rowwise,4,1443074306,365,121,71,56,53,0.9256198347107438
cell_viability,random_rowwise,3,4,CV_random_rowwise_r03_f004,random_rowwise,1,1804043963,365,122,74,50,50,1.0
cell_viability,random_rowwise,3,4,CV_random_rowwise_r03_f004,random_rowwise,2,1804043963,365,122,68,51,45,0.9098360655737705
cell_viability,random_rowwise,3,4,CV_random_rowwise_r03_f004,random_rowwise,3,1804043963,365,122,72,57,55,0.9590163934426229
cell_viability,random_rowwise,3,4,CV_random_rowwise_r03_f004,random_rowwise,4,1804043963,366,121,72,49,47,0.9834710743801653
cell_viability,random_rowwise,3,5,CV_random_rowwise_r03_f005,random_rowwise,1,1055143323,365,122,68,53,51,0.9754098360655737
cell_viability,random_rowwise,3,5,CV_random_rowwise_r03_f005,random_rowwise,2,1055143323,365,122,68,53,51,0.9426229508196722
cell_viability,random_rowwise,3,5,CV_random_rowwise_r03_f005,random_rowwise,3,1055143323,365,122,70,48,48,1.0
cell_viability,random_rowwise,3,5,CV_random_rowwise_r03_f005,random_rowwise,4,1055143323,366,121,67,47,44,0.9752066115702479
cell_viability,random_rowwise,4,1,CV_random_rowwise_r04_f001,random_rowwise,1,4087009658,364,122,72,53,51,0.9590163934426229
cell_viability,random_rowwise,4,1,CV_random_rowwise_r04_f001,random_rowwise,2,4087009658,364,122,70,55,51,0.9508196721311475
cell_viability,random_rowwise,4,1,CV_random_rowwise_r04_f001,random_rowwise,3,4087009658,365,121,72,47,45,0.9752066115702479
cell_viability,random_rowwise,4,1,CV_random_rowwise_r04_f001,random_rowwise,4,4087009658,365,121,72,53,51,0.9834710743801653
cell_viability,random_rowwise,4,2,CV_random_rowwise_r04_f002,random_rowwise,1,1493660588,364,122,68,52,46,0.9098360655737705
cell_viability,random_rowwise,4,2,CV_random_rowwise_r04_f002,random_rowwise,2,1493660588,364,122,74,53,53,1.0
cell_viability,random_rowwise,4,2,CV_random_rowwise_r04_f002,random_rowwise,3,1493660588,365,121,69,55,50,0.9338842975206612
cell_viability,random_rowwise,4,2,CV_random_rowwise_r04_f002,random_rowwise,4,1493660588,365,121,72,51,49,0.9752066115702479
cell_viability,random_rowwise,4,3,CV_random_rowwise_r04_f003,random_rowwise,1,1360146639,364,122,71,56,53,0.9508196721311475
cell_viability,random_rowwise,4,3,CV_random_rowwise_r04_f003,random_rowwise,2,1360146639,364,122,73,54,53,0.9918032786885246
cell_viability,random_rowwise,4,3,CV_random_rowwise_r04_f003,random_rowwise,3,1360146639,365,121,71,47,44,0.9669421487603306
cell_viability,random_rowwise,4,3,CV_random_rowwise_r04_f003,random_rowwise,4,1360146639,365,121,72,52,50,0.9752066115702479
cell_viability,random_rowwise,4,4,CV_random_rowwise_r04_f004,random_rowwise,1,1356922221,365,122,72,53,51,0.9754098360655737
cell_viability,random_rowwise,4,4,CV_random_rowwise_r04_f004,random_rowwise,2,1356922221,365,122,70,51,47,0.9590163934426229
cell_viability,random_rowwise,4,4,CV_random_rowwise_r04_f004,random_rowwise,3,1356922221,365,122,72,53,51,0.9836065573770492
cell_viability,random_rowwise,4,4,CV_random_rowwise_r04_f004,random_rowwise,4,1356922221,366,121,71,56,53,0.9752066115702479
cell_viability,random_rowwise,4,5,CV_random_rowwise_r04_f005,random_rowwise,1,3113995784,365,122,72,55,53,0.9672131147540983
cell_viability,random_rowwise,4,5,CV_random_rowwise_r04_f005,random_rowwise,2,3113995784,365,122,70,53,49,0.9344262295081968
cell_viability,random_rowwise,4,5,CV_random_rowwise_r04_f005,random_rowwise,3,3113995784,365,122,72,54,52,0.9836065573770492
cell_viability,random_rowwise,4,5,CV_random_rowwise_r04_f005,random_rowwise,4,3113995784,366,121,73,53,52,0.9917355371900827
cell_viability,random_rowwise,5,1,CV_random_rowwise_r05_f001,random_rowwise,1,4279810810,364,122,72,52,50,0.9754098360655737
cell_viability,random_rowwise,5,1,CV_random_rowwise_r05_f001,random_rowwise,2,4279810810,364,122,70,57,53,0.9426229508196722
cell_viability,random_rowwise,5,1,CV_random_rowwise_r05_f001,random_rowwise,3,4279810810,365,121,68,52,46,0.9173553719008265
cell_viability,random_rowwise,5,1,CV_random_rowwise_r05_f001,random_rowwise,4,4279810810,365,121,74,50,50,1.0
cell_viability,random_rowwise,5,2,CV_random_rowwise_r05_f002,random_rowwise,1,2715544604,364,122,72,56,55,0.9836065573770492
cell_viability,random_rowwise,5,2,CV_random_rowwise_r05_f002,random_rowwise,2,2715544604,364,122,71,56,54,0.9754098360655737
cell_viability,random_rowwise,5,2,CV_random_rowwise_r05_f002,random_rowwise,3,2715544604,365,121,72,55,54,0.9917355371900827
cell_viability,random_rowwise,5,2,CV_random_rowwise_r05_f002,random_rowwise,4,2715544604,365,121,72,51,50,0.9917355371900827
cell_viability,random_rowwise,5,3,CV_random_rowwise_r05_f003,random_rowwise,1,2600060014,364,122,73,52,50,0.9836065573770492
cell_viability,random_rowwise,5,3,CV_random_rowwise_r05_f003,random_rowwise,2,2600060014,364,122,69,54,48,0.9426229508196722
cell_viability,random_rowwise,5,3,CV_random_rowwise_r05_f003,random_rowwise,3,2600060014,365,121,73,54,52,0.9834710743801653
cell_viability,random_rowwise,5,3,CV_random_rowwise_r05_f003,random_rowwise,4,2600060014,365,121,75,51,51,1.0
cell_viability,random_rowwise,5,4,CV_random_rowwise_r05_f004,random_rowwise,1,4155262492,365,122,72,54,51,0.9590163934426229
cell_viability,random_rowwise,5,4,CV_random_rowwise_r05_f004,random_rowwise,2,4155262492,365,122,73,49,47,0.9836065573770492
cell_viability,random_rowwise,5,4,CV_random_rowwise_r05_f004,random_rowwise,3,4155262492,365,122,74,54,53,0.9836065573770492
cell_viability,random_rowwise,5,4,CV_random_rowwise_r05_f004,random_rowwise,4,4155262492,366,121,74,55,54,0.9917355371900827
cell_viability,random_rowwise,5,5,CV_random_rowwise_r05_f005,random_rowwise,1,971426736,365,122,72,54,52,0.9590163934426229
cell_viability,random_rowwise,5,5,CV_random_rowwise_r05_f005,random_rowwise,2,971426736,365,122,67,54,47,0.9262295081967213
cell_viability,random_rowwise,5,5,CV_random_rowwise_r05_f005,random_rowwise,3,971426736,365,122,72,48,46,0.9672131147540983
cell_viability,random_rowwise,5,5,CV_random_rowwise_r05_f005,random_rowwise,4,971426736,366,121,71,48,45,0.9504132231404959
filament_diameter,leave_one_publication_out,1,1,FD_leave_one_publication_out_r01_f001,publication_grouped,1,3811359792,213,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,1,FD_leave_one_publication_out_r01_f001,publication_grouped,2,3811359792,213,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,1,FD_leave_one_publication_out_r01_f001,publication_grouped,3,3811359792,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,1,FD_leave_one_publication_out_r01_f001,publication_grouped,4,3811359792,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,2,FD_leave_one_publication_out_r01_f002,publication_grouped,1,1408360136,212,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,2,FD_leave_one_publication_out_r01_f002,publication_grouped,2,1408360136,213,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,2,FD_leave_one_publication_out_r01_f002,publication_grouped,3,1408360136,212,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,2,FD_leave_one_publication_out_r01_f002,publication_grouped,4,1408360136,212,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,3,FD_leave_one_publication_out_r01_f003,publication_grouped,1,3619732809,213,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,3,FD_leave_one_publication_out_r01_f003,publication_grouped,2,3619732809,212,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,3,FD_leave_one_publication_out_r01_f003,publication_grouped,3,3619732809,212,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,3,FD_leave_one_publication_out_r01_f003,publication_grouped,4,3619732809,212,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,4,FD_leave_one_publication_out_r01_f004,publication_grouped,1,1796664799,212,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,4,FD_leave_one_publication_out_r01_f004,publication_grouped,2,1796664799,212,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,4,FD_leave_one_publication_out_r01_f004,publication_grouped,3,1796664799,213,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,4,FD_leave_one_publication_out_r01_f004,publication_grouped,4,1796664799,212,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,5,FD_leave_one_publication_out_r01_f005,publication_grouped,1,4193327858,212,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,5,FD_leave_one_publication_out_r01_f005,publication_grouped,2,4193327858,212,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,5,FD_leave_one_publication_out_r01_f005,publication_grouped,3,4193327858,212,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,5,FD_leave_one_publication_out_r01_f005,publication_grouped,4,4193327858,213,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,6,FD_leave_one_publication_out_r01_f006,publication_grouped,1,3845156604,213,72,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,6,FD_leave_one_publication_out_r01_f006,publication_grouped,2,3845156604,214,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,6,FD_leave_one_publication_out_r01_f006,publication_grouped,3,3845156604,214,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,6,FD_leave_one_publication_out_r01_f006,publication_grouped,4,3845156604,214,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,7,FD_leave_one_publication_out_r01_f007,publication_grouped,1,421520760,208,69,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,7,FD_leave_one_publication_out_r01_f007,publication_grouped,2,421520760,207,70,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,7,FD_leave_one_publication_out_r01_f007,publication_grouped,3,421520760,208,69,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,7,FD_leave_one_publication_out_r01_f007,publication_grouped,4,421520760,208,69,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,8,FD_leave_one_publication_out_r01_f008,publication_grouped,1,1361285853,214,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,8,FD_leave_one_publication_out_r01_f008,publication_grouped,2,1361285853,213,72,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,8,FD_leave_one_publication_out_r01_f008,publication_grouped,3,1361285853,214,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,8,FD_leave_one_publication_out_r01_f008,publication_grouped,4,1361285853,214,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,9,FD_leave_one_publication_out_r01_f009,publication_grouped,1,509689287,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,9,FD_leave_one_publication_out_r01_f009,publication_grouped,2,509689287,211,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,9,FD_leave_one_publication_out_r01_f009,publication_grouped,3,509689287,211,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,9,FD_leave_one_publication_out_r01_f009,publication_grouped,4,509689287,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,10,FD_leave_one_publication_out_r01_f010,publication_grouped,1,983893851,212,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,10,FD_leave_one_publication_out_r01_f010,publication_grouped,2,983893851,213,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,10,FD_leave_one_publication_out_r01_f010,publication_grouped,3,983893851,212,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,10,FD_leave_one_publication_out_r01_f010,publication_grouped,4,983893851,212,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,11,FD_leave_one_publication_out_r01_f011,publication_grouped,1,39290299,213,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,11,FD_leave_one_publication_out_r01_f011,publication_grouped,2,39290299,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,11,FD_leave_one_publication_out_r01_f011,publication_grouped,3,39290299,213,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,11,FD_leave_one_publication_out_r01_f011,publication_grouped,4,39290299,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,12,FD_leave_one_publication_out_r01_f012,publication_grouped,1,3427252720,213,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,12,FD_leave_one_publication_out_r01_f012,publication_grouped,2,3427252720,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,12,FD_leave_one_publication_out_r01_f012,publication_grouped,3,3427252720,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,12,FD_leave_one_publication_out_r01_f012,publication_grouped,4,3427252720,213,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,13,FD_leave_one_publication_out_r01_f013,publication_grouped,1,3498848983,210,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,13,FD_leave_one_publication_out_r01_f013,publication_grouped,2,3498848983,211,70,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,13,FD_leave_one_publication_out_r01_f013,publication_grouped,3,3498848983,211,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,13,FD_leave_one_publication_out_r01_f013,publication_grouped,4,3498848983,211,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,14,FD_leave_one_publication_out_r01_f014,publication_grouped,1,3095603694,211,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,14,FD_leave_one_publication_out_r01_f014,publication_grouped,2,3095603694,211,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,14,FD_leave_one_publication_out_r01_f014,publication_grouped,3,3095603694,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,14,FD_leave_one_publication_out_r01_f014,publication_grouped,4,3095603694,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,15,FD_leave_one_publication_out_r01_f015,publication_grouped,1,784018726,213,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,15,FD_leave_one_publication_out_r01_f015,publication_grouped,2,784018726,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,15,FD_leave_one_publication_out_r01_f015,publication_grouped,3,784018726,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,15,FD_leave_one_publication_out_r01_f015,publication_grouped,4,784018726,213,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,16,FD_leave_one_publication_out_r01_f016,publication_grouped,1,3584260943,211,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,16,FD_leave_one_publication_out_r01_f016,publication_grouped,2,3584260943,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,16,FD_leave_one_publication_out_r01_f016,publication_grouped,3,3584260943,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,16,FD_leave_one_publication_out_r01_f016,publication_grouped,4,3584260943,211,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,17,FD_leave_one_publication_out_r01_f017,publication_grouped,1,1706664747,214,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,17,FD_leave_one_publication_out_r01_f017,publication_grouped,2,1706664747,214,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,17,FD_leave_one_publication_out_r01_f017,publication_grouped,3,1706664747,213,72,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,17,FD_leave_one_publication_out_r01_f017,publication_grouped,4,1706664747,214,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,18,FD_leave_one_publication_out_r01_f018,publication_grouped,1,990306645,213,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,18,FD_leave_one_publication_out_r01_f018,publication_grouped,2,990306645,212,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,18,FD_leave_one_publication_out_r01_f018,publication_grouped,3,990306645,212,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,18,FD_leave_one_publication_out_r01_f018,publication_grouped,4,990306645,212,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,19,FD_leave_one_publication_out_r01_f019,publication_grouped,1,1320783190,212,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,19,FD_leave_one_publication_out_r01_f019,publication_grouped,2,1320783190,212,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,19,FD_leave_one_publication_out_r01_f019,publication_grouped,3,1320783190,212,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,19,FD_leave_one_publication_out_r01_f019,publication_grouped,4,1320783190,213,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,20,FD_leave_one_publication_out_r01_f020,publication_grouped,1,2951804137,208,69,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,20,FD_leave_one_publication_out_r01_f020,publication_grouped,2,2951804137,207,70,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,20,FD_leave_one_publication_out_r01_f020,publication_grouped,3,2951804137,208,69,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,20,FD_leave_one_publication_out_r01_f020,publication_grouped,4,2951804137,208,69,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,21,FD_leave_one_publication_out_r01_f021,publication_grouped,1,1135512843,206,68,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,21,FD_leave_one_publication_out_r01_f021,publication_grouped,2,1135512843,205,69,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,21,FD_leave_one_publication_out_r01_f021,publication_grouped,3,1135512843,206,68,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,21,FD_leave_one_publication_out_r01_f021,publication_grouped,4,1135512843,205,69,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,22,FD_leave_one_publication_out_r01_f022,publication_grouped,1,50832712,206,68,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,22,FD_leave_one_publication_out_r01_f022,publication_grouped,2,50832712,205,69,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,22,FD_leave_one_publication_out_r01_f022,publication_grouped,3,50832712,206,68,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,22,FD_leave_one_publication_out_r01_f022,publication_grouped,4,50832712,205,69,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,23,FD_leave_one_publication_out_r01_f023,publication_grouped,1,2686573830,210,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,23,FD_leave_one_publication_out_r01_f023,publication_grouped,2,2686573830,210,70,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,23,FD_leave_one_publication_out_r01_f023,publication_grouped,3,2686573830,210,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,23,FD_leave_one_publication_out_r01_f023,publication_grouped,4,2686573830,210,70,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,24,FD_leave_one_publication_out_r01_f024,publication_grouped,1,1719693748,211,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,24,FD_leave_one_publication_out_r01_f024,publication_grouped,2,1719693748,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,24,FD_leave_one_publication_out_r01_f024,publication_grouped,3,1719693748,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,24,FD_leave_one_publication_out_r01_f024,publication_grouped,4,1719693748,211,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,25,FD_leave_one_publication_out_r01_f025,publication_grouped,1,474090254,210,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,25,FD_leave_one_publication_out_r01_f025,publication_grouped,2,474090254,210,70,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,25,FD_leave_one_publication_out_r01_f025,publication_grouped,3,474090254,210,70,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,25,FD_leave_one_publication_out_r01_f025,publication_grouped,4,474090254,210,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,26,FD_leave_one_publication_out_r01_f026,publication_grouped,1,59630332,209,69,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,26,FD_leave_one_publication_out_r01_f026,publication_grouped,2,59630332,208,70,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,26,FD_leave_one_publication_out_r01_f026,publication_grouped,3,59630332,209,69,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,26,FD_leave_one_publication_out_r01_f026,publication_grouped,4,59630332,208,70,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,27,FD_leave_one_publication_out_r01_f027,publication_grouped,1,3691682771,213,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,27,FD_leave_one_publication_out_r01_f027,publication_grouped,2,3691682771,213,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,27,FD_leave_one_publication_out_r01_f027,publication_grouped,3,3691682771,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,27,FD_leave_one_publication_out_r01_f027,publication_grouped,4,3691682771,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,28,FD_leave_one_publication_out_r01_f028,publication_grouped,1,3730841630,212,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,28,FD_leave_one_publication_out_r01_f028,publication_grouped,2,3730841630,212,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,28,FD_leave_one_publication_out_r01_f028,publication_grouped,3,3730841630,212,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,28,FD_leave_one_publication_out_r01_f028,publication_grouped,4,3730841630,213,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,29,FD_leave_one_publication_out_r01_f029,publication_grouped,1,2618137275,211,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,29,FD_leave_one_publication_out_r01_f029,publication_grouped,2,2618137275,211,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,29,FD_leave_one_publication_out_r01_f029,publication_grouped,3,2618137275,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,29,FD_leave_one_publication_out_r01_f029,publication_grouped,4,2618137275,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,30,FD_leave_one_publication_out_r01_f030,publication_grouped,1,4090903017,211,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,30,FD_leave_one_publication_out_r01_f030,publication_grouped,2,4090903017,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,30,FD_leave_one_publication_out_r01_f030,publication_grouped,3,4090903017,212,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,30,FD_leave_one_publication_out_r01_f030,publication_grouped,4,4090903017,211,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,31,FD_leave_one_publication_out_r01_f031,publication_grouped,1,352890440,212,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,31,FD_leave_one_publication_out_r01_f031,publication_grouped,2,352890440,212,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,31,FD_leave_one_publication_out_r01_f031,publication_grouped,3,352890440,212,71,40,13,0,0.0
filament_diameter,leave_one_publication_out,1,31,FD_leave_one_publication_out_r01_f031,publication_grouped,4,352890440,213,70,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,32,FD_leave_one_publication_out_r01_f032,publication_grouped,1,2903953710,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,32,FD_leave_one_publication_out_r01_f032,publication_grouped,2,2903953710,213,71,41,12,0,0.0
filament_diameter,leave_one_publication_out,1,32,FD_leave_one_publication_out_r01_f032,publication_grouped,3,2903953710,213,71,39,14,0,0.0
filament_diameter,leave_one_publication_out,1,32,FD_leave_one_publication_out_r01_f032,publication_grouped,4,2903953710,213,71,40,13,0,0.0
