global_task_number,task_id,dataset,target_family,target_key,target_column,feature_set,validation_design,repeat,outer_fold,outer_split_id,task_elapsed_seconds,model_key,selected_candidate_id,selected_complexity_rank,inner_mean_publication_macro_mae,inner_mean_row_mae,inner_total_convergence_warnings,preprocessing_variant,outer_training_rows,outer_test_rows,outer_training_sources,outer_test_sources,outer_source_overlap,output_feature_count,outer_row_mae,outer_publication_macro_mae,outer_fit_seconds,outer_convergence_warning_count,selected_parameters_json
854,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f017,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,17,FD_leave_one_publication_out_r01_f017,17.009421927999938,random_forest,random_forest_04,4,272.1859742463526,274.51909673161384,0,unscaled,285,1,53,1,0,30,160.1998287496623,160.1998287496623,0.5908868759979669,0,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}"
854,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f017,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,17,FD_leave_one_publication_out_r01_f017,17.009421927999938,rbf_svr,rbf_svr_11,11,269.1803663210817,258.2830208159955,0,scaled,285,1,53,1,0,30,212.6901696544736,212.6901696544736,0.008585685998696135,0,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}"
855,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f018,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,18,FD_leave_one_publication_out_r01_f018,16.788241995000135,ridge,ridge_01,1,384.39004869583823,330.6713312107894,0,scaled,283,3,53,1,0,30,316.1647642283489,316.1647642283489,0.0016540500000701286,0,"{""alpha"": 100.0}"
855,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f018,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,18,FD_leave_one_publication_out_r01_f018,16.788241995000135,elastic_net,elastic_net_03,3,374.4967048624367,326.7204080981906,0,scaled,283,3,53,1,0,30,322.05276195964797,322.05276195964797,0.0014667289979115594,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
855,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f018,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,18,FD_leave_one_publication_out_r01_f018,16.788241995000135,random_forest,random_forest_04,4,283.5614312682869,287.6763899592855,0,unscaled,283,3,53,1,0,30,299.233816286968,299.233816286968,0.5894557440005883,0,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}"
855,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f018,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,18,FD_leave_one_publication_out_r01_f018,16.788241995000135,rbf_svr,rbf_svr_09,9,278.57898110528663,273.2872027097713,0,scaled,283,3,53,1,0,30,202.48355814328738,202.48355814328738,0.008002825998119079,0,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}"
856,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f019,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,19,FD_leave_one_publication_out_r01_f019,16.894805591997283,ridge,ridge_01,1,308.5145824572981,295.2578672094084,0,scaled,283,3,53,1,0,30,2838.964379369989,2838.964379369989,0.0015736499990453012,0,"{""alpha"": 100.0}"
856,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f019,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,19,FD_leave_one_publication_out_r01_f019,16.894805591997283,elastic_net,elastic_net_02,2,308.3229858668029,294.5496191096605,0,scaled,283,3,53,1,0,30,2587.0059764810308,2587.0059764810308,0.0014744340005563572,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
856,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f019,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,19,FD_leave_one_publication_out_r01_f019,16.894805591997283,random_forest,random_forest_04,4,282.8446740779732,294.8263079960923,0,unscaled,283,3,53,1,0,30,582.7346898906277,582.7346898906277,0.6853363399968657,0,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}"
856,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f019,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,19,FD_leave_one_publication_out_r01_f019,16.894805591997283,rbf_svr,rbf_svr_09,9,277.1632105193347,277.13339054401393,0,scaled,283,3,53,1,0,30,496.76848634581984,496.76848634581984,0.013143973003025167,0,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}"
857,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f020,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,20,FD_leave_one_publication_out_r01_f020,17.29069295299996,ridge,ridge_01,1,403.50558406515944,370.59529106316717,0,scaled,277,9,53,1,0,30,271.0063026789476,271.0063026789476,0.002496673998393817,0,"{""alpha"": 100.0}"
857,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f020,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,20,FD_leave_one_publication_out_r01_f020,17.29069295299996,elastic_net,elastic_net_03,3,377.51745279512073,347.55254994861684,0,scaled,277,9,53,1,0,30,266.9169176633501,266.9169176633501,0.0023241440030687954,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
857,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f020,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,20,FD_leave_one_publication_out_r01_f020,17.29069295299996,random_forest,random_forest_02,2,277.3332163797222,272.372940906689,0,unscaled,277,9,53,1,0,30,407.0851404005149,407.08514040051483,0.7552629330020864,0,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300}"
857,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f020,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,20,FD_leave_one_publication_out_r01_f020,17.29069295299996,rbf_svr,rbf_svr_11,11,266.94472019473596,262.6829380760532,0,scaled,277,9,53,1,0,30,402.92431411706997,402.92431411707,0.013315656000486342,0,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}"
858,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f021,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,21,FD_leave_one_publication_out_r01_f021,17.531512916000793,ridge,ridge_01,1,365.4803543305884,338.3883318446045,0,scaled,274,12,53,1,0,30,410.1486326766176,410.1486326766176,0.0023188479972304776,0,"{""alpha"": 100.0}"
858,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f021,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,21,FD_leave_one_publication_out_r01_f021,17.531512916000793,elastic_net,elastic_net_03,3,353.6445196678919,325.62925000730564,0,scaled,274,12,53,1,0,30,422.6368143650263,422.6368143650263,0.002226633001555456,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
858,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f021,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,21,FD_leave_one_publication_out_r01_f021,17.531512916000793,random_forest,random_forest_04,4,272.734141223387,283.97258354911855,0,unscaled,274,12,53,1,0,30,596.0963379931319,596.0963379931319,0.8289318540009845,0,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}"
858,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f021,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,21,FD_leave_one_publication_out_r01_f021,17.531512916000793,rbf_svr,rbf_svr_09,9,274.3337763036075,271.90711203708224,0,scaled,274,12,53,1,0,30,509.18165620355836,509.1816562035583,0.008162279998941813,0,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}"
859,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f022,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,22,FD_leave_one_publication_out_r01_f022,16.847361325002566,ridge,ridge_01,1,431.0161071878412,360.63790693991973,0,scaled,274,12,53,1,0,30,326.1028286290408,326.10282862904086,0.0015731840030639432,0,"{""alpha"": 100.0}"
859,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f022,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,22,FD_leave_one_publication_out_r01_f022,16.847361325002566,elastic_net,elastic_net_03,3,403.19481667147545,338.7393836226903,0,scaled,274,12,53,1,0,30,277.2106886874716,277.2106886874716,0.0014237989998946432,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
859,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f022,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,22,FD_leave_one_publication_out_r01_f022,16.847361325002566,random_forest,random_forest_02,2,267.45786078597257,264.59370189904604,0,unscaled,274,12,53,1,0,30,437.4057126725561,437.4057126725561,0.563319008997496,0,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300}"
859,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f022,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,22,FD_leave_one_publication_out_r01_f022,16.847361325002566,rbf_svr,rbf_svr_09,9,274.53953293677483,275.2703258957665,0,scaled,274,12,53,1,0,30,237.69893810546444,237.69893810546446,0.007949614002427552,0,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}"
860,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f023,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,23,FD_leave_one_publication_out_r01_f023,16.97544633399957,ridge,ridge_01,1,342.6540710809965,319.5429249249113,0,scaled,280,6,53,1,0,30,502.7036221412477,502.70362214124765,0.001615102002688218,0,"{""alpha"": 100.0}"
860,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f023,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,23,FD_leave_one_publication_out_r01_f023,16.97544633399957,elastic_net,elastic_net_03,3,333.700056352216,309.3987310102585,0,scaled,280,6,53,1,0,30,516.3430698085264,516.3430698085264,0.0014954649996070657,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
860,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f023,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,23,FD_leave_one_publication_out_r01_f023,16.97544633399957,random_forest,random_forest_01,1,305.0715322526583,297.3320637420486,0,unscaled,280,6,53,1,0,30,484.740047429527,484.740047429527,0.5439216129998385,0,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}"
860,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f023,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,23,FD_leave_one_publication_out_r01_f023,16.97544633399957,rbf_svr,rbf_svr_11,11,285.04379482800346,276.9892091475298,0,scaled,280,6,53,1,0,30,444.8499135202881,444.8499135202881,0.008597111998824403,0,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}"
861,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f024,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,24,FD_leave_one_publication_out_r01_f024,16.92491938799867,ridge,ridge_01,1,392.0259323355992,317.02247163875876,0,scaled,282,4,53,1,0,30,180.31035144996756,180.31035144996753,0.005488475002493942,0,"{""alpha"": 100.0}"
861,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f024,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,24,FD_leave_one_publication_out_r01_f024,16.92491938799867,elastic_net,elastic_net_03,3,376.3432657781611,310.1755497449593,0,scaled,282,4,53,1,0,30,189.53388090574012,189.5338809057401,0.002744238001469057,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
861,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f024,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,24,FD_leave_one_publication_out_r01_f024,16.92491938799867,random_forest,random_forest_04,4,264.27476739733135,270.2122852897976,0,unscaled,282,4,53,1,0,30,252.98443451758902,252.98443451758902,0.5771889280003961,0,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}"
861,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f024,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,24,FD_leave_one_publication_out_r01_f024,16.92491938799867,rbf_svr,rbf_svr_12,12,281.37616566110745,267.3857766517163,0,scaled,282,4,53,1,0,30,146.74810776467297,146.74810776467297,0.0066157399996882305,0,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
862,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f025,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,25,FD_leave_one_publication_out_r01_f025,16.99276929899861,ridge,ridge_01,1,348.1756127147368,303.9049993139381,0,scaled,280,6,53,1,0,30,512.4248400814553,512.4248400814553,0.0016204820021812338,0,"{""alpha"": 100.0}"
862,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f025,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,25,FD_leave_one_publication_out_r01_f025,16.99276929899861,elastic_net,elastic_net_03,3,338.8891038949168,298.2491464365822,0,scaled,280,6,53,1,0,30,553.6552672086633,553.6552672086632,0.00146791800216306,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
862,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f025,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,25,FD_leave_one_publication_out_r01_f025,16.99276929899861,random_forest,random_forest_04,4,288.79816991015423,288.0095879108926,0,unscaled,280,6,53,1,0,30,307.9531239233003,307.9531239233003,0.594960048001667,0,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}"
862,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f025,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,25,FD_leave_one_publication_out_r01_f025,16.99276929899861,rbf_svr,rbf_svr_09,9,296.2551555813599,288.96706798198386,0,scaled,280,6,53,1,0,30,456.1712785520199,456.1712785520199,0.01030102599906968,0,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}"
863,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f026,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,26,FD_leave_one_publication_out_r01_f026,16.689307603999623,ridge,ridge_01,1,332.5870483688673,316.67712235168835,0,scaled,278,8,53,1,0,30,344.4215433474384,344.4215433474384,0.0016174589982256293,0,"{""alpha"": 100.0}"
863,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f026,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,26,FD_leave_one_publication_out_r01_f026,16.689307603999623,elastic_net,elastic_net_03,3,331.53878164541527,313.5977970697367,0,scaled,278,8,53,1,0,30,180.31433087970487,180.31433087970487,0.001483254000049783,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
863,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f026,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,26,FD_leave_one_publication_out_r01_f026,16.689307603999623,random_forest,random_forest_04,4,279.49473057270535,277.56550508739,0,unscaled,278,8,53,1,0,30,90.26866741597564,90.26866741597564,0.5956224270012171,0,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}"
863,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f026,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,26,FD_leave_one_publication_out_r01_f026,16.689307603999623,rbf_svr,rbf_svr_09,9,285.2795960334718,291.17544253528683,0,scaled,278,8,53,1,0,30,79.31192515806174,79.31192515806174,0.008107255001959857,0,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}"
864,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f027,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,27,FD_leave_one_publication_out_r01_f027,17.291232470000978,ridge,ridge_01,1,353.7240601474014,304.31567840515356,0,scaled,284,2,53,1,0,30,130.3535072650724,130.3535072650724,0.0022839990015199874,0,"{""alpha"": 100.0}"
864,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f027,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,27,FD_leave_one_publication_out_r01_f027,17.291232470000978,elastic_net,elastic_net_03,3,342.7531713353761,296.48748295686084,0,scaled,284,2,53,1,0,30,205.34925258853536,205.34925258853536,0.0022069679980631918,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
864,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f027,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,27,FD_leave_one_publication_out_r01_f027,17.291232470000978,random_forest,random_forest_02,2,267.4574752046244,258.41537817598623,0,unscaled,284,2,53,1,0,30,209.01742406831613,209.01742406831613,0.7823752469994361,0,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300}"
864,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f027,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,27,FD_leave_one_publication_out_r01_f027,17.291232470000978,rbf_svr,rbf_svr_09,9,272.4207943880537,267.10533730164286,0,scaled,284,2,53,1,0,30,71.50013621319061,71.50013621319061,0.01135568800236797,0,"{""C"": 100.0, ""epsilon"": 0.5, ""gamma"": ""scale""}"
865,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f028,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,28,FD_leave_one_publication_out_r01_f028,17.275073757999053,ridge,ridge_01,1,319.08864713843366,282.3389461913581,0,scaled,283,3,53,1,0,30,491.02675959404934,491.02675959404934,0.002233483002783032,0,"{""alpha"": 100.0}"
865,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f028,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,28,FD_leave_one_publication_out_r01_f028,17.275073757999053,elastic_net,elastic_net_02,2,318.22248556946965,280.96510443169484,0,scaled,283,3,53,1,0,30,489.2771446132777,489.2771446132777,0.002457736001815647,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
865,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f028,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,28,FD_leave_one_publication_out_r01_f028,17.275073757999053,random_forest,random_forest_02,2,290.54703210246197,278.0900079523037,0,unscaled,283,3,53,1,0,30,347.4698047679708,347.46980476797074,0.7957248209968384,0,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300}"
865,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f028,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,28,FD_leave_one_publication_out_r01_f028,17.275073757999053,rbf_svr,rbf_svr_11,11,259.30962012555545,255.86308682914336,0,scaled,283,3,53,1,0,30,464.93321872771367,464.93321872771367,0.013412952997896355,0,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}"
866,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f029,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,29,FD_leave_one_publication_out_r01_f029,16.931246417003422,ridge,ridge_01,1,394.4679660850817,340.3108376634806,0,scaled,282,4,53,1,0,30,113.86499249190467,113.86499249190467,0.0015944500009936746,0,"{""alpha"": 100.0}"
866,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f029,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,29,FD_leave_one_publication_out_r01_f029,16.931246417003422,elastic_net,elastic_net_03,3,376.80289903306686,329.91084452183975,0,scaled,282,4,53,1,0,30,142.88382235233905,142.88382235233905,0.001449462000891799,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
866,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f029,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,29,FD_leave_one_publication_out_r01_f029,16.931246417003422,random_forest,random_forest_04,4,274.4362221121728,265.6438750255167,0,unscaled,282,4,53,1,0,30,145.8966815616016,145.8966815616016,0.5747567500002333,0,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}"
866,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f029,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,29,FD_leave_one_publication_out_r01_f029,16.931246417003422,rbf_svr,rbf_svr_11,11,288.93646445701023,284.23530916409413,0,scaled,282,4,53,1,0,30,117.52778124424663,117.52778124424663,0.013589500998932635,0,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}"
867,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f030,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,30,FD_leave_one_publication_out_r01_f030,16.810164113998326,ridge,ridge_01,1,348.63410491305353,313.5298618535597,0,scaled,282,4,53,1,0,30,175.81519990319907,175.81519990319907,0.001611787000001641,0,"{""alpha"": 100.0}"
867,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f030,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,30,FD_leave_one_publication_out_r01_f030,16.810164113998326,elastic_net,elastic_net_03,3,341.7511357986374,311.4747589807211,0,scaled,282,4,53,1,0,30,221.0505347889652,221.0505347889652,0.0015208299992082175,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
867,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f030,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,30,FD_leave_one_publication_out_r01_f030,16.810164113998326,random_forest,random_forest_01,1,288.7044127237818,278.0070836562463,0,unscaled,282,4,53,1,0,30,201.01646872324494,201.01646872324494,0.563486125000054,0,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}"
867,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f030,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,30,FD_leave_one_publication_out_r01_f030,16.810164113998326,rbf_svr,rbf_svr_11,11,279.6585848746655,271.3907973219515,0,scaled,282,4,53,1,0,30,169.0657772727452,169.0657772727452,0.008800642001006054,0,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": ""scale""}"
868,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f031,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,31,FD_leave_one_publication_out_r01_f031,16.805956612002774,ridge,ridge_01,1,344.10431314156466,315.7064977014369,0,scaled,283,3,53,1,0,30,82.8485552023485,82.8485552023485,0.0015894870011834428,0,"{""alpha"": 100.0}"
868,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f031,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,31,FD_leave_one_publication_out_r01_f031,16.805956612002774,elastic_net,elastic_net_03,3,338.12729665538416,307.0753999035447,0,scaled,283,3,53,1,0,30,80.89788585114665,80.89788585114665,0.001481804996728897,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
868,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f031,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,31,FD_leave_one_publication_out_r01_f031,16.805956612002774,random_forest,random_forest_04,4,274.00658731791845,261.6629742364045,0,unscaled,283,3,53,1,0,30,162.47204599672583,162.47204599672583,0.6088697900013358,0,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}"
868,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f031,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,31,FD_leave_one_publication_out_r01_f031,16.805956612002774,rbf_svr,rbf_svr_12,12,298.9185534666897,285.91776993595215,0,scaled,283,3,53,1,0,30,20.991252810900352,20.991252810900352,0.007080733001203043,0,"{""C"": 100.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
869,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f032,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,32,FD_leave_one_publication_out_r01_f032,16.883801201998722,ridge,ridge_01,1,366.90792181635163,341.84131101977056,0,scaled,284,2,53,1,0,30,125.81449024497093,125.81449024497093,0.0016154170007212088,0,"{""alpha"": 100.0}"
869,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f032,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,32,FD_leave_one_publication_out_r01_f032,16.883801201998722,elastic_net,elastic_net_03,3,358.6666479790508,333.20427791632653,0,scaled,284,2,53,1,0,30,121.47704246155612,121.47704246155612,0.0014975289996073116,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
869,filament_diameter__raw_outcome__core_physics__leave_one_publication_out__r01__f032,filament_diameter,raw_outcome,filament_diameter,filament_diameter_um,core_physics,leave_one_publication_out,1,32,FD_leave_one_publication_out_r01_f032,16.883801201998722,random_forest,random_forest_02,2,298.4113303021995,293.9436448976887,0,unscaled,284,2,53,1,0,30,131.03999024375318,131.03999024375318,0.5499236610012304,0,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300}"
