scenario_key,scenario_label,source_column,feature_mode,validation_design,analysis_source_id,repeat_count,source_rows,source_mae,source_rmse,source_bias
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1021/acs.biomac.5b00188,5,2,4.960625367861388,5.058130353754087,0.026237053986909543
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1021/acs.biomac.9b01204,5,12,5.297945766660876,6.014705624126688,0.21344663948355067
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1021/acsami.7b04216,5,3,13.741723327587058,14.519670561180996,-13.741723327587058
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1021/acsami.7b16059,5,12,8.305926160596254,9.794600548827084,1.5825077562683638
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1021/acsami.9b09782,5,6,7.2040204021869725,8.43320704519781,0.4734382165646722
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1021/acsbiomaterials.9b00167,5,12,7.893229087857686,8.733570773983544,-1.7956081465050988
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1038/s41598-017-17286-1,5,2,2.6625818338256595,3.063844541280796,-2.6625818338256595
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1038/s41598-018-26407-3,5,20,1.3862137988064398,1.6937301893616052,-0.3844665536957976
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1038/s41598-019-55034-9,5,15,11.733865764199512,14.117919403403736,0.9202806338833012
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1038/s41598-020-65050-9,5,18,12.45055902045262,13.66620078251591,1.0159310630361336
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1038/srep29977,5,3,14.688433203129668,16.38677055754485,0.830733317907025
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1039/c3bm00012e,5,6,4.770528479364853,5.415263674767876,-4.439268619779993
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1039/c4bm00234b,5,3,19.682594957922184,24.369696505272735,13.152527184498478
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/0960-1317/22/8/085014,5,4,3.4805559446539958,3.5621689270014842,-3.2846017766645743
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5082/5/2/025004,5,3,7.686539859195433,9.174509955112626,-7.686539859195433
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5082/6/2/024105,5,9,7.734661650812472,9.320032085846131,-0.057915328436546475
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5082/6/3/035001,5,4,17.7247934317579,20.837717363914212,-1.067734793434624
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/7/4/044101,5,3,30.809494366413315,33.23298576624897,-14.524026163543065
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/7/4/044102,5,10,10.07571865641313,11.631632579632932,0.03885595061143043
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/7/4/045012,5,11,6.0543474591150535,9.516788036262538,0.5775018455871777
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/8/3/035020,5,14,30.237402647956095,34.875780612750255,4.199568630970134
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/8/4/045001,5,4,9.16324440082851,9.38852111615761,0.4411322717083384
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/8/4/045002,5,4,4.601073771580362,5.825846856766395,4.172473554954395
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/8/4/045005,5,1,11.617535005265278,11.617535005265278,-11.617535005265278
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/aa7b1d,5,8,2.7483698911539283,3.454317909554201,-2.203556430910547
