outcome_key,validation_design,meta_primary_source_id,row_count,positive_count,negative_count,accuracy,mean_absolute_probability_error,brier_score,roc_auc
filament_diameter,publication_grouped,ref:markstedt mantas biomacromol 2015,2,0,2,1.0,0.1943485571605746,0.037783422674091675,
filament_diameter,publication_grouped,ref:mistry yang biomacromolj 2018,30,30,0,0.0,0.7159913239419324,0.5126979405829453,
filament_diameter,publication_grouped,ref:moncal ozbolat jmatscimatmed 2019,1,0,1,1.0,0.15617327369669826,0.024390091417143822,
filament_diameter,publication_grouped,ref:mondal singh scirep 2019,4,2,2,0.5,0.49806151423322503,0.40100570012013775,0.5
filament_diameter,publication_grouped,ref:ning chen biofab 2018,6,0,6,1.0,0.18074405290641218,0.03272918581628684,
filament_diameter,publication_grouped,ref:ojansivu mustafa biofab 2019,6,0,6,1.0,0.15709816733182835,0.024793604750438236,
filament_diameter,publication_grouped,ref:othman 2020,1,0,1,1.0,0.45815992482495205,0.2099105167156057,
filament_diameter,publication_grouped,ref:ouyang 2015,3,0,3,1.0,0.24177273408858166,0.05938865791025366,
filament_diameter,publication_grouped,ref:ouyang 2016,11,0,11,1.0,0.157543920622609,0.024891692207446633,
filament_diameter,publication_grouped,ref:ouyang burdick advmat 2017,10,0,10,1.0,0.2320507089482496,0.05391793714407996,
filament_diameter,publication_grouped,ref:sakai nagasuna mattodbio 2020,1,0,1,1.0,0.08824458770495924,0.007787107259218244,
filament_diameter,publication_grouped,ref:sanz garcia escobedo lucea polymers 2020,2,0,2,1.0,0.07168302587170094,0.005155955184472162,
filament_diameter,publication_grouped,ref:shim cho jmicromechmicroeng 2012,4,0,4,1.0,0.18580792173275,0.034525953546926766,
filament_diameter,publication_grouped,ref:shin burdick actabiomat 2019,8,2,6,0.75,0.48382068868051104,0.23499622453054136,0.29166666666666663
filament_diameter,publication_grouped,ref:soliman lim advhealthmat 2020,4,1,3,0.75,0.37176732571787896,0.1911819578931121,0.16666666666666669
filament_diameter,publication_grouped,ref:soltan chen acsbiomat 2019,9,0,9,1.0,0.15004058733449788,0.022750771446088155,
filament_diameter,publication_grouped,ref:tigner alge biomacromol 2020,12,0,12,1.0,0.34451177618728196,0.11897736583653801,
filament_diameter,publication_grouped,ref:yang zhao matsciengc 2018,6,0,6,1.0,0.18684264081645338,0.03491872650601096,
filament_diameter,publication_grouped,ref:yao 2019,1,0,1,1.0,0.06304470673942823,0.003974635047860508,
filament_diameter,publication_grouped,ref:yin suo appmatint 2018,9,0,9,1.0,0.19174413205397012,0.0368830870828821,
filament_diameter,publication_grouped,ref:yu ozbolat jbiomecheng 2013,18,18,0,0.0,0.6751876326917485,0.4562540794335178,
filament_diameter,publication_grouped,ref:zhang ozbolat biomatsci 2015,3,0,3,1.0,0.4461956484827436,0.19909064413568514,
filament_diameter,publication_grouped,ref:zhao 2014,4,0,4,1.0,0.13933042354748526,0.019420694064065065,
filament_diameter,random_rowwise,ref:akkineni gelinsky biofab 2016,2,0,2,1.0,0.047846362834379215,0.00231802936544374,
filament_diameter,random_rowwise,ref:be22assoni khademhosseini biofab 2014,3,3,0,1.0,0.4152662403266505,0.17486399640262654,
filament_diameter,random_rowwise,ref:bociaga rosinska mat 2020,3,0,3,1.0,0.0887313356224676,0.007949918030466338,
filament_diameter,random_rowwise,ref:chen zhang appmatint 2019,3,0,3,1.0,0.06952060216483621,0.004848051054938757,
filament_diameter,random_rowwise,ref:chung wallace biomatsci 2013,3,0,3,1.0,0.11667914185834279,0.013832688883704097,
filament_diameter,random_rowwise,ref:cidonio oreffo biofab 2019,1,1,0,0.0,0.9249002996929561,0.8554405643721199,
filament_diameter,random_rowwise,ref:colosi khademhosseini advmat 2016,9,5,4,0.5555555555555556,0.4774553545591254,0.26509990017949486,0.6
filament_diameter,random_rowwise,ref:dai 2016,1,1,0,0.0,0.9511457259750484,0.904678192040602,
filament_diameter,random_rowwise,ref:daly kelly biofab 2016,4,1,3,0.75,0.3785772723763352,0.218720889074337,0.33333333333333337
