dataset,target_family,feature_set,feature_order,original_column,canonical_name
filament_diameter,filament_to_nozzle_ratio,full_retrospective,7,Final_Fibronin/Fibrinogen_Conc_(%w/v),final_fibroin_or_fibrinogen_concentration_pct_wv
filament_diameter,filament_to_nozzle_ratio,full_retrospective,8,Final_P127_Conc_(%w/v),final_p127_conc_pctw_or_v
filament_diameter,filament_to_nozzle_ratio,full_retrospective,9,Final_Collagen_Conc_(%w/v),final_collagen_conc_pctw_or_v
filament_diameter,filament_to_nozzle_ratio,full_retrospective,10,Final_TCP_Conc_(%w/v)_(%w/v),final_tcp_concentration_pct_wv
filament_diameter,filament_to_nozzle_ratio,full_retrospective,11,Final_Gellan_Conc_(%w/v),final_gellan_conc_pctw_or_v
filament_diameter,filament_to_nozzle_ratio,full_retrospective,12,Final_Nano/Methycellulose_Conc_(%w/v),final_nano_or_methylcellulose_concentration_pct_wv
filament_diameter,filament_to_nozzle_ratio,full_retrospective,13,PEGDA_Conc_(%w/v),final_pegda_concentration_pct_wv
filament_diameter,filament_to_nozzle_ratio,full_retrospective,14,Agarose_Conc_(%w/v),final_agarose_concentration_pct_wv
filament_diameter,filament_to_nozzle_ratio,full_retrospective,15,CaCl2_Conc_(mM),cacl2_conc_mm
filament_diameter,filament_to_nozzle_ratio,full_retrospective,16,NaCl2_Conc_(mM),source_nacl2_concentration_mm
filament_diameter,filament_to_nozzle_ratio,full_retrospective,17,BaCl2_Conc_(mM),bacl2_conc_mm
filament_diameter,filament_to_nozzle_ratio,full_retrospective,18,SrCl2_Conc_(mM),srcl2_conc_mm
filament_diameter,filament_to_nozzle_ratio,full_retrospective,19,Physical_Crosslinking_Durantion_(s),physical_crosslinking_duration_s
filament_diameter,filament_to_nozzle_ratio,full_retrospective,20,Photocrosslinking_Duration_(s),photocrosslinking_duration_s
filament_diameter,filament_to_nozzle_ratio,full_retrospective,21,Extrusion_Pressure (kPa),extrusion_pressure_kpa
filament_diameter,filament_to_nozzle_ratio,full_retrospective,22,Extrusion_Rate_Lengthwise_(mm/s),extrusion_rate_lengthwise_mm_or_s
filament_diameter,filament_to_nozzle_ratio,full_retrospective,23,Extrusion_Rate_Volume-wise_(mL/s),extrusion_rate_volume_wise_ml_or_s
filament_diameter,filament_to_nozzle_ratio,full_retrospective,24,Nozzle_Movement_Speed_(mm/s),nozzle_movement_speed_mm_or_s
filament_diameter,filament_to_nozzle_ratio,full_retrospective,25,Inner_Nozzle_Outer_Diameter_(µm),inner_nozzle_outer_diameter_um
filament_diameter,filament_to_nozzle_ratio,full_retrospective,26,Cell_Density_(cells/mL),cell_density_cells_or_ml
filament_diameter,filament_to_nozzle_ratio,full_retrospective,27,Syringe_Temperature_(°C),syringe_temperature_degc
filament_diameter,filament_to_nozzle_ratio,full_retrospective,28,Substrate_Temperature_(°C),substrate_temperature_degc
filament_diameter,filament_to_nozzle_ratio,full_retrospective,29,Days_Observed,days_observed
filament_diameter,filament_to_nozzle_ratio,full_retrospective,30,Construct_Base_Area_(mm^2),construct_base_area_mm_2
filament_diameter,filament_to_nozzle_ratio,full_retrospective,31,Construct_Total_Thickness_(mm),construct_total_thickness_mm
filament_diameter,filament_to_nozzle_ratio,full_retrospective,32,Cell_Culture_Medium_Used?,cell_culture_medium_used
filament_diameter,filament_to_nozzle_ratio,full_retrospective,33,DI_Water_Used?,di_water_used
filament_diameter,filament_to_nozzle_ratio,full_retrospective,34,Precrosslinking_Solution_Used?,precrosslinking_solution_used
filament_diameter,filament_to_nozzle_ratio,full_retrospective,35,Saline_Solution_Used?,saline_solution_used
filament_diameter,filament_to_nozzle_ratio,full_retrospective,36,EtOH_Solution_Used?,etoh_solution_used
filament_diameter,filament_to_nozzle_ratio,full_retrospective,37,Photoinitiator_Used?,photoinitiator_used
filament_diameter,filament_to_nozzle_ratio,full_retrospective,38,Enzymatic_Crosslinker_Used?,enzymatic_crosslinker_used
filament_diameter,filament_to_nozzle_ratio,full_retrospective,39,Conical_or_Straight_Nozzle,conical_or_straight_nozzle
