global_task_number,task_id,dataset,target_key,target_label,unit,feature_set,validation_design,repeat,outer_fold,model_variant,model_display_name,outer_training_rows,outer_test_rows,outer_training_publications,outer_test_publications,source_overlap_count,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae,source_seen_fraction,merf_converged,merf_iterations,merf_sigma_between,merf_sigma_residual,merf_final_delta,merf_final_relative_delta
23,cell_viability__prospective_design__publication_grouped__r05__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,3,tuned_rf_reference,Tuned Random Forest,486,122,59,16,0,122,16,11.063773497492967,13.10911399605287,-1.245391173184001,0.1707354425724712,9.981936794760747,0.0,,,,,,
23,cell_viability__prospective_design__publication_grouped__r05__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,3,matched_fixed_rf,Matched fixed Random Forest,486,122,59,16,0,122,16,11.789398636283805,13.789473673499874,-2.2358981517246197,0.0824245105658133,10.698628419660768,0.0,,,,,,
23,cell_viability__prospective_design__publication_grouped__r05__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,3,merf_marginal,Marginal MERF,486,122,59,16,0,122,16,11.620375484704583,13.507126674107129,-2.435019846896364,0.1196155367691232,10.56189652308872,0.0,True,1.0,0.0,85.79437499964038,,
23,cell_viability__prospective_design__publication_grouped__r05__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,3,merf_conditional,Conditional MERF,486,122,59,16,0,122,16,11.620375484704583,13.507126674107129,-2.435019846896363,0.1196155367691232,10.56189652308872,0.0,True,1.0,0.0,85.79437499964038,,
24,cell_viability__prospective_design__publication_grouped__r05__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,4,tuned_rf_reference,Tuned Random Forest,487,121,60,15,0,121,15,10.842757916238954,13.99827456927204,2.013986041520444,-0.0610565061778762,11.252561328964578,0.0,,,,,,
24,cell_viability__prospective_design__publication_grouped__r05__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,4,matched_fixed_rf,Matched fixed Random Forest,487,121,60,15,0,121,15,12.019738565793457,15.442508863868452,2.5629956172760635,-0.2912942460297496,12.100262017729136,0.0,,,,,,
24,cell_viability__prospective_design__publication_grouped__r05__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,4,merf_marginal,Marginal MERF,487,121,60,15,0,121,15,12.027398872994834,15.443945949532896,2.6506644210511867,-0.2915345938659719,12.13149762570851,0.0,True,1.0,0.0,83.53107132736356,,
24,cell_viability__prospective_design__publication_grouped__r05__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,4,merf_conditional,Conditional MERF,487,121,60,15,0,121,15,12.027398872994832,15.443945949532896,2.650664421051188,-0.2915345938659719,12.13149762570851,0.0,True,1.0,0.0,83.53107132736356,,
25,cell_viability__prospective_design__publication_grouped__r05__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,5,tuned_rf_reference,Tuned Random Forest,486,122,60,15,0,122,15,14.392786360256302,19.430975382742112,9.40861190563683,-0.2016367968684891,12.588372020692876,0.0,,,,,,
25,cell_viability__prospective_design__publication_grouped__r05__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,5,matched_fixed_rf,Matched fixed Random Forest,486,122,60,15,0,122,15,13.645996925342873,18.44746262360994,8.447995083989552,-0.083071914182198,11.74267787417133,0.0,,,,,,
25,cell_viability__prospective_design__publication_grouped__r05__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,5,merf_marginal,Marginal MERF,486,122,60,15,0,122,15,13.63761188079676,18.367649371638905,8.294384187227372,-0.0737203308504763,11.720065967887551,0.0,True,1.0,0.0,73.98081647505897,,
25,cell_viability__prospective_design__publication_grouped__r05__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,5,merf_conditional,Conditional MERF,486,122,60,15,0,122,15,13.63761188079676,18.367649371638905,8.29438418722737,-0.0737203308504761,11.720065967887551,0.0,True,1.0,0.0,73.98081647505897,,
26,cell_viability__prospective_design__random_rowwise__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,1,tuned_rf_reference,Tuned Random Forest,486,122,75,50,50,122,50,6.28069738490487,10.545000095648982,-0.2181211285671224,0.5255386943500954,6.642999330862999,1.0,,,,,,
26,cell_viability__prospective_design__random_rowwise__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,1,matched_fixed_rf,Matched fixed Random Forest,486,122,75,50,50,122,50,7.033507947845679,11.291219191976444,-0.5508629848760548,0.45601202432326,7.36058030495739,1.0,,,,,,
26,cell_viability__prospective_design__random_rowwise__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,1,merf_marginal,Marginal MERF,486,122,75,50,50,122,50,6.927274704862609,11.171891489449608,-0.5802769882120699,0.4674492002010798,7.251783865194224,1.0,True,1.0,0.0,79.87340574108195,,
26,cell_viability__prospective_design__random_rowwise__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,1,merf_conditional,Conditional MERF,486,122,75,50,50,122,50,6.92727470486261,11.171891489449608,-0.5802769882120694,0.4674492002010799,7.251783865194224,1.0,True,1.0,0.0,79.87340574108195,,
27,cell_viability__prospective_design__random_rowwise__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,2,tuned_rf_reference,Tuned Random Forest,486,122,74,52,51,122,52,9.121404828192448,13.842981944840092,-0.1426008344357671,0.3198015457700159,9.869670309678469,0.9836065573770492,,,,,,
27,cell_viability__prospective_design__random_rowwise__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,2,matched_fixed_rf,Matched fixed Random Forest,486,122,74,52,51,122,52,9.014536710996936,13.696800375182583,-0.3541944975003898,0.3340914546607197,9.965657045828223,0.9836065573770492,,,,,,
27,cell_viability__prospective_design__random_rowwise__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,2,merf_marginal,Marginal MERF,486,122,74,52,51,122,52,9.054048595712604,13.666829874021772,-0.449909690624952,0.337002467053528,9.87604568102976,0.9836065573770492,True,1.0,0.0,68.9232962126971,,
27,cell_viability__prospective_design__random_rowwise__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,2,merf_conditional,Conditional MERF,486,122,74,52,51,122,52,9.054048595712604,13.666829874021774,-0.4499096906249523,0.3370024670535277,9.876045681029762,0.9836065573770492,True,1.0,0.0,68.9232962126971,,
28,cell_viability__prospective_design__random_rowwise__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,3,tuned_rf_reference,Tuned Random Forest,486,122,75,50,50,122,50,9.35709321572858,13.801651513327744,1.3909749929707524,0.469443089655566,8.793805377310456,1.0,,,,,,
28,cell_viability__prospective_design__random_rowwise__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,3,matched_fixed_rf,Matched fixed Random Forest,486,122,75,50,50,122,50,9.579721214700166,13.22087668600441,1.0289413523058122,0.513155386174925,9.07701571484886,1.0,,,,,,
28,cell_viability__prospective_design__random_rowwise__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,3,merf_marginal,Marginal MERF,486,122,75,50,50,122,50,9.441597896096717,12.994475504617547,1.010754680195059,0.5296865810662507,8.929656248627227,1.0,True,1.0,0.0,73.94384795754814,,
28,cell_viability__prospective_design__random_rowwise__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,3,merf_conditional,Conditional MERF,486,122,75,50,50,122,50,9.441597896096718,12.994475504617547,1.010754680195059,0.5296865810662506,8.929656248627227,1.0,True,1.0,0.0,73.94384795754814,,
29,cell_viability__prospective_design__random_rowwise__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,4,tuned_rf_reference,Tuned Random Forest,487,121,72,55,52,121,55,8.105836983611958,12.111459861306754,-0.6156040089894277,0.5067139200181358,8.946900058137938,0.975206611570248,,,,,,
29,cell_viability__prospective_design__random_rowwise__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,4,matched_fixed_rf,Matched fixed Random Forest,487,121,72,55,52,121,55,8.309384531766645,11.588858596641447,-0.4857827980009034,0.5483654069281189,9.160335913967746,0.975206611570248,,,,,,
29,cell_viability__prospective_design__random_rowwise__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,4,merf_marginal,Marginal MERF,487,121,72,55,52,121,55,8.280063161473032,11.647042214225658,-0.6034481261890615,0.5438190230195087,9.134843242293208,0.975206611570248,True,1.0,0.0,79.458009513677,,
29,cell_viability__prospective_design__random_rowwise__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,4,merf_conditional,Conditional MERF,487,121,72,55,52,121,55,8.280063161473032,11.647042214225658,-0.6034481261890623,0.5438190230195087,9.134843242293208,0.975206611570248,True,1.0,0.0,79.458009513677,,
30,cell_viability__prospective_design__random_rowwise__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,5,tuned_rf_reference,Tuned Random Forest,487,121,74,57,56,121,57,6.9482034857797546,10.090957137147976,-0.9613202173066622,0.6191718885085433,7.009557893183684,0.9834710743801652,,,,,,
30,cell_viability__prospective_design__random_rowwise__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,5,matched_fixed_rf,Matched fixed Random Forest,487,121,74,57,56,121,57,7.613595283233999,10.555864733912458,-1.2066234003808842,0.5832727414664243,7.698146438627631,0.9834710743801652,,,,,,
30,cell_viability__prospective_design__random_rowwise__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,5,merf_marginal,Marginal MERF,487,121,74,57,56,121,57,7.542671255635566,10.53727488716082,-1.2851141895144045,0.5847392389199455,7.617811930448816,0.9834710743801652,True,1.0,0.0,83.25224328772362,,
30,cell_viability__prospective_design__random_rowwise__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,5,merf_conditional,Conditional MERF,487,121,74,57,56,121,57,7.542671255635565,10.537274887160818,-1.2851141895144045,0.5847392389199455,7.617811930448816,0.9834710743801652,True,1.0,0.0,83.25224328772362,,
31,cell_viability__prospective_design__random_rowwise__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,1,tuned_rf_reference,Tuned Random Forest,486,122,75,53,53,122,53,7.568230963288383,11.870509667554812,-1.4751086718366822,0.4569084876042155,7.375104454347169,1.0,,,,,,
31,cell_viability__prospective_design__random_rowwise__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,1,matched_fixed_rf,Matched fixed Random Forest,486,122,75,53,53,122,53,7.850230017397095,11.67375532100142,-1.3155057974321085,0.474762825753641,7.506068889028664,1.0,,,,,,
31,cell_viability__prospective_design__random_rowwise__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,1,merf_marginal,Marginal MERF,486,122,75,53,53,122,53,7.703999431062375,11.425955442794413,-1.2650250577105748,0.4968246750732611,7.344094588967167,1.0,True,1.0,0.0,79.79653687758808,,
31,cell_viability__prospective_design__random_rowwise__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,1,merf_conditional,Conditional MERF,486,122,75,53,53,122,53,7.703999431062376,11.425955442794413,-1.2650250577105753,0.4968246750732611,7.344094588967168,1.0,True,1.0,0.0,79.79653687758808,,
32,cell_viability__prospective_design__random_rowwise__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,2,tuned_rf_reference,Tuned Random Forest,486,122,74,52,51,122,52,8.836686908649934,13.414046858721075,1.1983680333934177,0.4665534692557916,8.623574504894881,0.9918032786885246,,,,,,
32,cell_viability__prospective_design__random_rowwise__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,2,matched_fixed_rf,Matched fixed Random Forest,486,122,74,52,51,122,52,8.88831535130284,13.54182028168308,1.2674805641954527,0.4563425440885291,8.709047379454502,0.9918032786885246,,,,,,
32,cell_viability__prospective_design__random_rowwise__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,2,merf_marginal,Marginal MERF,486,122,74,52,51,122,52,8.929596797065766,13.63216266230774,1.2290004915416963,0.4490644764757002,8.73700225909519,0.9918032786885246,True,1.0,0.0,70.69763562559822,,
32,cell_viability__prospective_design__random_rowwise__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,2,merf_conditional,Conditional MERF,486,122,74,52,51,122,52,8.929596797065768,13.63216266230774,1.2290004915416974,0.4490644764757002,8.73700225909519,0.9918032786885246,True,1.0,0.0,70.69763562559822,,
33,cell_viability__prospective_design__random_rowwise__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,3,tuned_rf_reference,Tuned Random Forest,486,122,74,52,51,122,52,7.940717713158115,12.01033636924875,0.2789018205473696,0.5807921436328277,7.969674055607765,0.9918032786885246,,,,,,
33,cell_viability__prospective_design__random_rowwise__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,3,matched_fixed_rf,Matched fixed Random Forest,486,122,74,52,51,122,52,8.120130277982739,11.89034423903938,-0.0389828304795331,0.5891266926184062,8.040889078150673,0.9918032786885246,,,,,,
33,cell_viability__prospective_design__random_rowwise__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,3,merf_marginal,Marginal MERF,486,122,74,52,51,122,52,8.095204811007628,11.936505566828076,-0.029660701451854,0.5859302714996745,8.058504563173168,0.9918032786885246,True,1.0,0.0,79.27477562380997,,
33,cell_viability__prospective_design__random_rowwise__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,3,merf_conditional,Conditional MERF,486,122,74,52,51,122,52,8.095204811007626,11.936505566828076,-0.0296607014518545,0.5859302714996745,8.058504563173168,0.9918032786885246,True,1.0,0.0,79.27477562380997,,
34,cell_viability__prospective_design__random_rowwise__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,4,tuned_rf_reference,Tuned Random Forest,487,121,73,58,56,121,58,7.0973831897984185,10.80160316351763,1.0395063801693785,0.5457354402136514,7.373432201749475,0.975206611570248,,,,,,
34,cell_viability__prospective_design__random_rowwise__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,4,matched_fixed_rf,Matched fixed Random Forest,487,121,73,58,56,121,58,7.678470096189631,10.988053548627786,0.6358998177342053,0.5299176397366399,8.011015916612648,0.975206611570248,,,,,,
34,cell_viability__prospective_design__random_rowwise__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,4,merf_marginal,Marginal MERF,487,121,73,58,56,121,58,7.642250508286989,11.043730748460138,0.7742759139931598,0.525141692981154,7.954134259150515,0.975206611570248,True,1.0,0.0,80.81425849524794,,
34,cell_viability__prospective_design__random_rowwise__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,4,merf_conditional,Conditional MERF,487,121,73,58,56,121,58,7.642250508286991,11.043730748460138,0.7742759139931592,0.525141692981154,7.954134259150514,0.975206611570248,True,1.0,0.0,80.81425849524794,,
35,cell_viability__prospective_design__random_rowwise__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,5,tuned_rf_reference,Tuned Random Forest,487,121,75,49,49,121,49,6.82682282819401,11.043721516017063,-1.4993790714213078,0.4951365341291136,6.617327834290366,1.0,,,,,,
35,cell_viability__prospective_design__random_rowwise__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,5,matched_fixed_rf,Matched fixed Random Forest,487,121,75,49,49,121,49,7.375825892883482,11.305185925985572,-1.9790846520272447,0.470947867463008,7.296015795152619,1.0,,,,,,
35,cell_viability__prospective_design__random_rowwise__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,5,merf_marginal,Marginal MERF,487,121,75,49,49,121,49,7.428886867333084,11.381865542724144,-1.9169992788831145,0.4637467310034032,7.334745130063102,1.0,True,1.0,0.0,80.62280484105086,,
35,cell_viability__prospective_design__random_rowwise__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,5,merf_conditional,Conditional MERF,487,121,75,49,49,121,49,7.428886867333085,11.381865542724144,-1.916999278883116,0.4637467310034032,7.334745130063103,1.0,True,1.0,0.0,80.62280484105086,,
36,cell_viability__prospective_design__random_rowwise__r03__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,1,tuned_rf_reference,Tuned Random Forest,486,122,74,50,49,122,50,7.820819611690691,10.07353156113239,-0.3718649890093845,0.5784276190198459,7.570434603531125,0.9836065573770492,,,,,,
36,cell_viability__prospective_design__random_rowwise__r03__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,1,matched_fixed_rf,Matched fixed Random Forest,486,122,74,50,49,122,50,8.571451798224855,11.034973935091053,-0.7553345947838547,0.4941156187967012,8.216268545190369,0.9836065573770492,,,,,,
