global_task_number,task_id,dataset,target_key,target_label,unit,feature_set,validation_design,repeat,outer_fold,model_variant,model_display_name,outer_training_rows,outer_test_rows,outer_training_publications,outer_test_publications,source_overlap_count,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae,source_seen_fraction,merf_converged,merf_iterations,merf_sigma_between,merf_sigma_residual,merf_final_delta,merf_final_relative_delta
78,filament_diameter__prospective_design__random_rowwise__r01__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,3,merf_marginal,Marginal MERF,229,57,53,27,26,57,27,124.93563290006176,220.7477055167938,-11.453927320751838,0.7917507043684731,132.53340452428776,0.9473684210526316,True,7.0,0.0,14401.383517288876,0.0,0.0
78,filament_diameter__prospective_design__random_rowwise__r01__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,3,merf_conditional,Conditional MERF,229,57,53,27,26,57,27,124.93563290006176,220.7477055167938,-11.45392732075184,0.7917507043684731,132.53340452428776,0.9473684210526316,True,7.0,0.0,14401.383517288876,0.0,0.0
79,filament_diameter__prospective_design__random_rowwise__r01__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,4,tuned_rf_reference,Tuned Random Forest,229,57,52,32,30,57,32,118.99231879231463,211.4220886821333,-25.16275481531597,0.7563668955814882,113.16188855961528,0.9649122807017544,,,,,,
79,filament_diameter__prospective_design__random_rowwise__r01__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,4,matched_fixed_rf,Matched fixed Random Forest,229,57,52,32,30,57,32,123.74632401031266,213.6003708407192,-29.192076055563824,0.7513207288548371,126.46268012235132,0.9649122807017544,,,,,,
79,filament_diameter__prospective_design__random_rowwise__r01__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,4,merf_marginal,Marginal MERF,229,57,52,32,30,57,32,124.05193865475457,214.553261356593,-28.33935405057188,0.7490970185009138,127.07984830755144,0.9649122807017544,True,19.0,873.7708570629208,18235.57632009205,0.0,0.0
79,filament_diameter__prospective_design__random_rowwise__r01__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,4,merf_conditional,Conditional MERF,229,57,52,32,30,57,32,121.28162975306884,209.73945882297545,-27.652427663643117,0.7602294346509084,124.15083380825884,0.9649122807017544,True,19.0,873.7708570629208,18235.57632009205,0.0,0.0
80,filament_diameter__prospective_design__random_rowwise__r01__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,5,tuned_rf_reference,Tuned Random Forest,229,57,53,33,32,57,33,129.07278472918375,196.0651667550257,82.31611794052236,0.6937265091651033,120.34483173358156,0.9473684210526316,,,,,,
80,filament_diameter__prospective_design__random_rowwise__r01__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,5,matched_fixed_rf,Matched fixed Random Forest,229,57,53,33,32,57,33,142.9508201011835,206.28956705896823,89.68418744250401,0.660950544537755,136.1398347819872,0.9473684210526316,,,,,,
80,filament_diameter__prospective_design__random_rowwise__r01__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,5,merf_marginal,Marginal MERF,229,57,53,33,32,57,33,147.07372631873773,209.3048372680494,94.40835290501164,0.650966547332982,140.9072329246885,0.9473684210526316,True,10.0,0.0,16363.018013271148,0.0,0.0
80,filament_diameter__prospective_design__random_rowwise__r01__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,5,merf_conditional,Conditional MERF,229,57,53,33,32,57,33,147.00966225689683,209.2528439097128,94.40966988669108,0.6511399324072573,140.82046296196572,0.9473684210526316,True,10.0,0.0,16363.018013271148,0.0,0.0
81,filament_diameter__prospective_design__random_rowwise__r02__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,1,tuned_rf_reference,Tuned Random Forest,228,58,52,34,32,58,34,127.51320034416642,260.5115002255389,-7.265944602285327,0.7474171236326341,97.61871824364891,0.9482758620689656,,,,,,
81,filament_diameter__prospective_design__random_rowwise__r02__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,1,matched_fixed_rf,Matched fixed Random Forest,228,58,52,34,32,58,34,155.4847468439967,294.8264394415914,0.1799636596832493,0.6764935380589352,128.98726677420862,0.9482758620689656,,,,,,
81,filament_diameter__prospective_design__random_rowwise__r02__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,1,merf_marginal,Marginal MERF,228,58,52,34,32,58,34,198.70901042942504,335.5064968877173,-6.480386087203606,0.581059859806849,203.082947729258,0.9482758620689656,False,150.0,24554.755376280093,9723.930002670151,3.820224048168768,0.010007889931711
81,filament_diameter__prospective_design__random_rowwise__r02__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,1,merf_conditional,Conditional MERF,228,58,52,34,32,58,34,140.72671436997254,282.42001127741685,2.595287674555076,0.703147277097903,106.60292444769736,0.9482758620689656,False,150.0,24554.755376280093,9723.930002670151,3.820224048168768,0.010007889931711
82,filament_diameter__prospective_design__random_rowwise__r02__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,2,tuned_rf_reference,Tuned Random Forest,229,57,52,30,28,57,30,106.25496009952782,168.7591469221618,-22.33816220630329,0.7418197666838655,114.5429378311775,0.9649122807017544,,,,,,
82,filament_diameter__prospective_design__random_rowwise__r02__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,2,matched_fixed_rf,Matched fixed Random Forest,229,57,52,30,28,57,30,120.10170712271452,183.1848305371797,-19.143635498616074,0.6957942908580248,133.4354410586301,0.9649122807017544,,,,,,
82,filament_diameter__prospective_design__random_rowwise__r02__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,2,merf_marginal,Marginal MERF,229,57,52,30,28,57,30,175.03112890199202,252.12323144659436,8.614958527056672,0.4237458370111513,188.003816733586,0.9649122807017544,False,150.0,47247.15785867285,13980.963922061324,4.972952580155834,0.0115387695876383
82,filament_diameter__prospective_design__random_rowwise__r02__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,2,merf_conditional,Conditional MERF,229,57,52,30,28,57,30,101.10230860940123,163.65003764401186,-26.32596887674207,0.7572157188477349,106.10024052412552,0.9649122807017544,False,150.0,47247.15785867285,13980.963922061324,4.972952580155834,0.0115387695876383
83,filament_diameter__prospective_design__random_rowwise__r02__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,3,tuned_rf_reference,Tuned Random Forest,229,57,54,30,30,57,30,107.52302751189094,205.17684967254496,-30.291076184071343,0.7688552818644381,128.0354145172665,1.0,,,,,,
83,filament_diameter__prospective_design__random_rowwise__r02__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,3,matched_fixed_rf,Matched fixed Random Forest,229,57,54,30,30,57,30,122.09404769427104,217.3875120408372,-23.866490661806903,0.7405244485510001,146.13882453346832,1.0,,,,,,
83,filament_diameter__prospective_design__random_rowwise__r02__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,3,merf_marginal,Marginal MERF,229,57,54,30,30,57,30,117.28315357267311,209.78544065180063,-24.83556248290886,0.7583549250601904,140.86708892604693,1.0,True,7.0,0.0,18485.203822662137,0.0,0.0
83,filament_diameter__prospective_design__random_rowwise__r02__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,3,merf_conditional,Conditional MERF,229,57,54,30,30,57,30,117.28315357267311,209.7854406518006,-24.835562482908838,0.7583549250601905,140.8670889260469,1.0,True,7.0,0.0,18485.203822662137,0.0,0.0
84,filament_diameter__prospective_design__random_rowwise__r02__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,4,tuned_rf_reference,Tuned Random Forest,229,57,51,33,30,57,33,102.21206457767082,174.085992313881,11.338543315487506,0.7821520080733013,116.61769894384278,0.9298245614035088,,,,,,
84,filament_diameter__prospective_design__random_rowwise__r02__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,4,matched_fixed_rf,Matched fixed Random Forest,229,57,51,33,30,57,33,110.7178246355274,171.7711379752695,22.283668735350524,0.7879070210646965,128.82428070942447,0.9298245614035088,,,,,,
84,filament_diameter__prospective_design__random_rowwise__r02__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,4,merf_marginal,Marginal MERF,229,57,51,33,30,57,33,108.94832385612328,169.0517313158458,21.443617771596173,0.7945693917314919,125.72742490209156,0.9298245614035088,True,13.0,115.40834010261634,13068.181483615592,0.0,0.0
84,filament_diameter__prospective_design__random_rowwise__r02__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,4,merf_conditional,Conditional MERF,229,57,51,33,30,57,33,108.72197609815284,168.93889009511474,21.39665542678863,0.7948435480955278,125.35114960839564,0.9298245614035088,True,13.0,115.40834010261634,13068.181483615592,0.0,0.0
85,filament_diameter__prospective_design__random_rowwise__r02__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,5,tuned_rf_reference,Tuned Random Forest,229,57,52,30,28,57,30,115.7431495155818,160.75940837132694,-3.924957880686837,0.8243584166403706,108.348696198625,0.9649122807017544,,,,,,
85,filament_diameter__prospective_design__random_rowwise__r02__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,5,matched_fixed_rf,Matched fixed Random Forest,229,57,52,30,28,57,30,112.08732428888352,148.2785665602297,2.763009410382934,0.8505722342321569,104.1037107988964,0.9649122807017544,,,,,,
85,filament_diameter__prospective_design__random_rowwise__r02__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,5,merf_marginal,Marginal MERF,229,57,52,30,28,57,30,112.32907516404497,148.62760166205223,3.138279311177371,0.8498679258281474,105.22584682956524,0.9649122807017544,True,7.0,0.0,15200.112336982102,0.0,0.0
85,filament_diameter__prospective_design__random_rowwise__r02__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,5,merf_conditional,Conditional MERF,229,57,52,30,28,57,30,112.32907516404492,148.6276016620522,3.138279311177347,0.8498679258281474,105.2258468295652,0.9649122807017544,True,7.0,0.0,15200.112336982102,0.0,0.0
86,filament_diameter__prospective_design__random_rowwise__r03__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,1,tuned_rf_reference,Tuned Random Forest,228,58,54,32,32,58,32,91.62871193775752,148.6821050703232,-37.33811768006264,0.8576246858394365,94.1304371152548,1.0,,,,,,
86,filament_diameter__prospective_design__random_rowwise__r03__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,1,matched_fixed_rf,Matched fixed Random Forest,228,58,54,32,32,58,32,103.56644489632782,164.88033531374174,-44.89095272804088,0.8249125503466674,110.4311598632846,1.0,,,,,,
86,filament_diameter__prospective_design__random_rowwise__r03__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,1,merf_marginal,Marginal MERF,228,58,54,32,32,58,32,163.38564999316992,217.78506712012043,-28.572258115395048,0.6945265364498596,168.7059953473823,1.0,False,150.0,52031.53016910506,12130.07190352416,2.6195645085443857,0.0062673099070074
86,filament_diameter__prospective_design__random_rowwise__r03__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,1,merf_conditional,Conditional MERF,228,58,54,32,32,58,32,87.16470298365958,146.55600854379855,-33.88013470425583,0.861667396805788,88.31288994056362,1.0,False,150.0,52031.53016910506,12130.07190352416,2.6195645085443857,0.0062673099070074
87,filament_diameter__prospective_design__random_rowwise__r03__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,2,tuned_rf_reference,Tuned Random Forest,229,57,51,32,29,57,32,123.3620684433447,204.960440388613,-28.578112978849852,0.7987564064376643,124.20089743221756,0.9473684210526316,,,,,,
87,filament_diameter__prospective_design__random_rowwise__r03__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,2,matched_fixed_rf,Matched fixed Random Forest,229,57,51,32,29,57,32,142.9662641762048,260.4152064579827,-31.429791729312623,0.6751262259701689,143.83196121403523,0.9473684210526316,,,,,,
87,filament_diameter__prospective_design__random_rowwise__r03__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,2,merf_marginal,Marginal MERF,229,57,51,32,29,57,32,151.82379436846972,272.61326057117554,-32.80819300830752,0.6439787447936963,150.8469732565516,0.9473684210526316,True,36.0,2364.013382226928,14818.212257821097,0.0,0.0
87,filament_diameter__prospective_design__random_rowwise__r03__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,2,merf_conditional,Conditional MERF,229,57,51,32,29,57,32,138.11499351456044,255.08180887584768,-29.499277055958988,0.6882970239243908,137.42488769203732,0.9473684210526316,True,36.0,2364.013382226928,14818.212257821097,0.0,0.0
88,filament_diameter__prospective_design__random_rowwise__r03__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,3,tuned_rf_reference,Tuned Random Forest,229,57,52,33,31,57,33,112.11347118069192,189.24186316254125,24.272843310720805,0.7830006005616645,126.13904134249152,0.9298245614035088,,,,,,
88,filament_diameter__prospective_design__random_rowwise__r03__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,3,matched_fixed_rf,Matched fixed Random Forest,229,57,52,33,31,57,33,139.9819523300972,219.15296755240013,43.61927786941074,0.7089826959558063,142.69541660131446,0.9298245614035088,,,,,,
88,filament_diameter__prospective_design__random_rowwise__r03__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,3,merf_marginal,Marginal MERF,229,57,52,33,31,57,33,144.66980052434658,228.4680743092516,49.84061743229727,0.6837175139137774,145.525114428256,0.9298245614035088,True,7.0,0.0,18833.510958758103,0.0,0.0
88,filament_diameter__prospective_design__random_rowwise__r03__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,3,merf_conditional,Conditional MERF,229,57,52,33,31,57,33,144.66980052434658,228.4680743092516,49.84061743229727,0.6837175139137774,145.52511442825602,0.9298245614035088,True,7.0,0.0,18833.510958758103,0.0,0.0
89,filament_diameter__prospective_design__random_rowwise__r03__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,4,tuned_rf_reference,Tuned Random Forest,229,57,52,29,27,57,29,100.53563377939692,154.86150235639235,69.54252653916635,0.7989293980483921,105.17520377865657,0.912280701754386,,,,,,
89,filament_diameter__prospective_design__random_rowwise__r03__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,4,matched_fixed_rf,Matched fixed Random Forest,229,57,52,29,27,57,29,109.3832822412818,162.16991837859965,81.0277854415081,0.7795032269403429,117.38060048543343,0.912280701754386,,,,,,
89,filament_diameter__prospective_design__random_rowwise__r03__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,4,merf_marginal,Marginal MERF,229,57,52,29,27,57,29,110.75456342872458,165.19609088430042,82.28204076984225,0.7711972846918923,119.19076436190932,0.912280701754386,True,7.0,0.0,15245.685247201684,0.0,0.0
89,filament_diameter__prospective_design__random_rowwise__r03__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,4,merf_conditional,Conditional MERF,229,57,52,29,27,57,29,110.7545634287246,165.19609088430045,82.28204076984227,0.7711972846918922,119.19076436190936,0.912280701754386,True,7.0,0.0,15245.685247201684,0.0,0.0
90,filament_diameter__prospective_design__random_rowwise__r03__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,5,tuned_rf_reference,Tuned Random Forest,229,57,51,31,28,57,31,116.43357002146598,192.73442734693444,-11.172458578321164,0.7932167247836427,128.07491547698427,0.9473684210526316,,,,,,
90,filament_diameter__prospective_design__random_rowwise__r03__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,5,matched_fixed_rf,Matched fixed Random Forest,229,57,51,31,28,57,31,136.2008832550126,207.789110957422,2.431863307832914,0.7596509643069254,146.47767913283585,0.9473684210526316,,,,,,
90,filament_diameter__prospective_design__random_rowwise__r03__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,5,merf_marginal,Marginal MERF,229,57,51,31,28,57,31,135.82848315656972,208.67678208763584,-4.33997969778335,0.7575930449610241,144.71636928717507,0.9473684210526316,True,7.0,0.0,16851.29025884506,0.0,0.0
90,filament_diameter__prospective_design__random_rowwise__r03__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,5,merf_conditional,Conditional MERF,229,57,51,31,28,57,31,135.82848315656972,208.67678208763587,-4.339979697783365,0.757593044961024,144.71636928717513,0.9473684210526316,True,7.0,0.0,16851.29025884506,0.0,0.0
91,filament_diameter__prospective_design__random_rowwise__r04__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,1,tuned_rf_reference,Tuned Random Forest,228,58,53,31,30,58,31,79.413731847208,147.46584623707545,-20.3139894712668,0.8849895042634031,98.69234358519678,0.9827586206896552,,,,,,
91,filament_diameter__prospective_design__random_rowwise__r04__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,1,matched_fixed_rf,Matched fixed Random Forest,228,58,53,31,30,58,31,98.68754286876904,201.0582764065196,-15.200040921347432,0.7862045338733854,116.57477214999804,0.9827586206896552,,,,,,
91,filament_diameter__prospective_design__random_rowwise__r04__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,1,merf_marginal,Marginal MERF,228,58,53,31,30,58,31,100.60861986094352,201.07342316614577,-14.521941498548518,0.7861723200240307,119.66326410718446,0.9827586206896552,True,7.0,0.0,15735.45063754262,0.0,0.0
91,filament_diameter__prospective_design__random_rowwise__r04__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,1,merf_conditional,Conditional MERF,228,58,53,31,30,58,31,100.60861986094352,201.07342316614577,-14.52194149854853,0.7861723200240307,119.66326410718445,0.9827586206896552,True,7.0,0.0,15735.45063754262,0.0,0.0
92,filament_diameter__prospective_design__random_rowwise__r04__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,2,tuned_rf_reference,Tuned Random Forest,229,57,52,33,31,57,33,110.24017667976956,192.1954880178616,1.6923925403465987,0.7932304930867091,140.3178468202017,0.9649122807017544,,,,,,
92,filament_diameter__prospective_design__random_rowwise__r04__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,2,matched_fixed_rf,Matched fixed Random Forest,229,57,52,33,31,57,33,114.80580280009342,188.12407384455685,6.347849146051564,0.8018979973591519,140.04286681399986,0.9649122807017544,,,,,,
92,filament_diameter__prospective_design__random_rowwise__r04__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,2,merf_marginal,Marginal MERF,229,57,52,33,31,57,33,112.9893537462708,184.87025612872355,2.6854801855452064,0.8086915284226641,137.23432356905673,0.9649122807017544,True,7.0,0.0,15288.48902612426,0.0,0.0
92,filament_diameter__prospective_design__random_rowwise__r04__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,2,merf_conditional,Conditional MERF,229,57,52,33,31,57,33,112.98935374627078,184.8702561287236,2.685480185545229,0.8086915284226641,137.2343235690567,0.9649122807017544,True,7.0,0.0,15288.48902612426,0.0,0.0
93,filament_diameter__prospective_design__random_rowwise__r04__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,3,tuned_rf_reference,Tuned Random Forest,229,57,52,25,23,57,25,121.94573436194683,174.8810323455321,28.430812562726285,0.8236743495004176,129.73893105104787,0.9473684210526316,,,,,,
93,filament_diameter__prospective_design__random_rowwise__r04__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,3,matched_fixed_rf,Matched fixed Random Forest,229,57,52,25,23,57,25,132.69238962628322,185.7782728762176,33.43255697960679,0.8010151920679712,143.12007997248173,0.9473684210526316,,,,,,
93,filament_diameter__prospective_design__random_rowwise__r04__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,3,merf_marginal,Marginal MERF,229,57,52,25,23,57,25,134.42526636609458,185.931851789232,30.598743720319007,0.800686063137769,145.17142053632722,0.9473684210526316,True,7.0,0.0,14962.489464694014,0.0,0.0
93,filament_diameter__prospective_design__random_rowwise__r04__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,3,merf_conditional,Conditional MERF,229,57,52,25,23,57,25,134.42526636609458,185.931851789232,30.598743720319018,0.800686063137769,145.17142053632722,0.9473684210526316,True,7.0,0.0,14962.489464694014,0.0,0.0
94,filament_diameter__prospective_design__random_rowwise__r04__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,4,tuned_rf_reference,Tuned Random Forest,229,57,53,31,30,57,31,101.82604527549586,150.0069304714109,51.89625415564264,0.8329854493735129,108.27939769350412,0.9649122807017544,,,,,,
94,filament_diameter__prospective_design__random_rowwise__r04__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,4,matched_fixed_rf,Matched fixed Random Forest,229,57,53,31,30,57,31,107.96592550302488,156.72046765741493,46.880768558043854,0.8177014986056063,115.2013131207751,0.9649122807017544,,,,,,
94,filament_diameter__prospective_design__random_rowwise__r04__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,4,merf_marginal,Marginal MERF,229,57,53,31,30,57,31,108.99893398288508,154.4059385333175,48.19262687661857,0.8230462952130204,115.93999850413864,0.9649122807017544,True,24.0,718.7441188790932,16474.958854863973,0.0,0.0
94,filament_diameter__prospective_design__random_rowwise__r04__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,4,merf_conditional,Conditional MERF,229,57,53,31,30,57,31,107.55605925075994,153.77970103423414,48.43730949950517,0.8244787572739339,114.43541618731814,0.9649122807017544,True,24.0,718.7441188790932,16474.958854863973,0.0,0.0
95,filament_diameter__prospective_design__random_rowwise__r04__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,5,tuned_rf_reference,Tuned Random Forest,229,57,50,32,28,57,32,134.96441902771696,245.30461582465497,-64.72837373278786,0.623739971681364,141.15383005323042,0.912280701754386,,,,,,
95,filament_diameter__prospective_design__random_rowwise__r04__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,5,matched_fixed_rf,Matched fixed Random Forest,229,57,50,32,28,57,32,153.25148869675607,262.1143389836448,-58.57546734260683,0.570406004325712,161.3822623944692,0.912280701754386,,,,,,
95,filament_diameter__prospective_design__random_rowwise__r04__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,5,merf_marginal,Marginal MERF,229,57,50,32,28,57,32,152.9921946946261,259.3338455197818,-57.23318500339983,0.579471878382634,159.72997091890085,0.912280701754386,True,7.0,0.0,16613.407139697294,0.0,0.0
95,filament_diameter__prospective_design__random_rowwise__r04__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,5,merf_conditional,Conditional MERF,229,57,50,32,28,57,32,152.9921946946261,259.3338455197818,-57.23318500339981,0.579471878382634,159.72997091890088,0.912280701754386,True,7.0,0.0,16613.407139697294,0.0,0.0
96,filament_diameter__prospective_design__random_rowwise__r05__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,1,tuned_rf_reference,Tuned Random Forest,228,58,52,30,28,58,30,97.7310864301359,143.48477728650477,-17.574558916287234,0.8780436446202261,107.7110413455074,0.9655172413793104,,,,,,
96,filament_diameter__prospective_design__random_rowwise__r05__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,1,matched_fixed_rf,Matched fixed Random Forest,228,58,52,30,28,58,30,113.09866134571814,160.7315116313438,-22.167431535245672,0.8469635652451712,128.9562579222315,0.9655172413793104,,,,,,
96,filament_diameter__prospective_design__random_rowwise__r05__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,1,merf_marginal,Marginal MERF,228,58,52,30,28,58,30,216.4494811883355,293.5460790176202,-8.991762423966993,0.4895592375113643,251.856287728552,0.9655172413793104,False,150.0,64544.08322984665,13302.22322374622,3.4897396562525955,0.0084387563338269
96,filament_diameter__prospective_design__random_rowwise__r05__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,1,merf_conditional,Conditional MERF,228,58,52,30,28,58,30,93.80514690236262,140.9525121608738,-20.482684534297604,0.8823103090430123,100.94820543606389,0.9655172413793104,False,150.0,64544.08322984665,13302.22322374622,3.4897396562525955,0.0084387563338269
97,filament_diameter__prospective_design__random_rowwise__r05__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,2,tuned_rf_reference,Tuned Random Forest,229,57,53,31,30,57,31,87.65776802320285,124.429990307346,40.9215479788057,0.8729842809981097,99.87453272567308,0.9824561403508772,,,,,,
97,filament_diameter__prospective_design__random_rowwise__r05__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,2,matched_fixed_rf,Matched fixed Random Forest,229,57,53,31,30,57,31,112.02325422593889,166.63527951726437,64.6981390000778,0.7722065432518973,119.96561766023686,0.9824561403508772,,,,,,
97,filament_diameter__prospective_design__random_rowwise__r05__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,2,merf_marginal,Marginal MERF,229,57,53,31,30,57,31,112.92261267792,168.32157140190907,64.52002539553474,0.7675728321721451,120.82568919395808,0.9824561403508772,True,7.0,0.0,17102.081318703888,0.0,0.0
97,filament_diameter__prospective_design__random_rowwise__r05__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,2,merf_conditional,Conditional MERF,229,57,53,31,30,57,31,112.92261267791996,168.32157140190904,64.52002539553473,0.7675728321721452,120.82568919395806,0.9824561403508772,True,7.0,0.0,17102.081318703888,0.0,0.0
98,filament_diameter__prospective_design__random_rowwise__r05__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,3,tuned_rf_reference,Tuned Random Forest,229,57,52,33,31,57,33,118.23598247893185,189.56293782122785,10.15764553087448,0.7220294866751068,116.28699376618064,0.9649122807017544,,,,,,
98,filament_diameter__prospective_design__random_rowwise__r05__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,3,matched_fixed_rf,Matched fixed Random Forest,229,57,52,33,31,57,33,135.3965450720792,203.0381534463435,11.929745328315756,0.6811053908040062,132.27556140017992,0.9649122807017544,,,,,,
98,filament_diameter__prospective_design__random_rowwise__r05__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,3,merf_marginal,Marginal MERF,229,57,52,33,31,57,33,195.75500982289336,274.0024375473401,22.780050168049456,0.4192346191680091,185.2303631341057,0.9649122807017544,True,150.0,36749.49554313783,11562.936217369775,0.0,0.0
