dataset,target_key,target_label,unit,feature_set,validation_design,repeat,model_variant,model_display_name,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae,source_seen_fraction
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,merf_conditional,Conditional MERF,286,54,127.08123530891677,205.40096711003304,11.71512872619421,0.7520478904556681,159.34068087329482,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,merf_marginal,Marginal MERF,286,54,133.19340365498857,208.29904088459648,13.652841618459659,0.7450016443871696,166.09898200449464,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,tuned_rf_reference,Tuned Random Forest,286,54,114.91756580080909,190.38592249898716,8.801497751206892,0.7869740529626645,144.7712938883944,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,matched_fixed_rf,Matched fixed Random Forest,286,54,124.20687702871118,209.75299389568033,-3.543631624390467,0.7414293803440912,153.2835210881694,0.9615384615384616
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,merf_conditional,Conditional MERF,286,54,116.11898846077595,200.93473016333635,-4.780382245845616,0.7627135956843544,142.20169630658904,0.9615384615384616
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,merf_marginal,Marginal MERF,286,54,142.65681276262993,233.1653247233378,0.3522073957227574,0.6804853552348904,179.26011833942502,0.9615384615384616
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,tuned_rf_reference,Tuned Random Forest,286,54,111.90404936058712,197.53431549214335,-10.485024494406526,0.7706768266156379,136.4896153300131,0.9615384615384616
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,matched_fixed_rf,Matched fixed Random Forest,286,54,126.3398586648077,206.0277999819028,9.95917982682399,0.7505322043935317,162.09541325039484,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,merf_conditional,Conditional MERF,286,54,123.18013877143962,204.55879827762365,12.717154089901399,0.7540769894703987,155.2254841547674,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,merf_marginal,Marginal MERF,286,54,141.3697072162803,221.24875393274417,13.134107351684824,0.7123101722214751,177.84372907381186,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,tuned_rf_reference,Tuned Random Forest,286,54,108.75460023639583,179.37648608219905,3.2030862840600864,0.8108989834180758,144.7288485436662,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,matched_fixed_rf,Matched fixed Random Forest,286,54,121.40093379048808,201.78639700024667,2.514975332182812,0.7606978441935293,158.98207709098702,0.9545454545454546
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,merf_conditional,Conditional MERF,286,54,121.64050270358936,200.04383113961282,1.935535846141449,0.7648130792318796,157.71745219849467,0.9545454545454546
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,merf_marginal,Marginal MERF,286,54,121.92806864670521,200.139948272776,1.8867704282934135,0.7645870195408552,158.25650056998813,0.9545454545454546
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,tuned_rf_reference,Tuned Random Forest,286,54,109.57220224405255,185.3235343487369,-0.673494805439147,0.7981522151580729,151.42309737600436,0.9545454545454546
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,matched_fixed_rf,Matched fixed Random Forest,286,54,123.84198649543424,197.02701305214094,5.869207321657342,0.7718531976104613,158.90647718861862,0.9755244755244755
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,merf_conditional,Conditional MERF,286,54,115.53921023211947,190.21694950371787,5.388901132966877,0.7873520185001155,145.00768493331122,0.9755244755244755
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,merf_marginal,Marginal MERF,286,54,156.86598266821233,241.36100742541487,10.550885526083551,0.6576289307721119,191.66750502502916,0.9755244755244755
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,tuned_rf_reference,Tuned Random Forest,286,54,106.46347877344057,175.08415527372182,-0.5388976631341876,0.8198407647229493,133.95900936039453,0.9755244755244755
